rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
49,Gigi Perez,Sailor Song,Singapore,21IYMdzTrzSe191Cy5eMap,sensual,0.8209,0.9442,0.4039,0.31,0.5062,0.0,0.8258,0.1204,0.9796,0.4582
50,Billie Eilish,WILDFLOWER,Singapore,3QaPy1KgI7nu9FJEQUgn6h,heartbreak,0.8731,0.9603,0.0,0.9832,0.9061,0.6845,0.0,0.7024,0.9083,0.4965
51,Tyla,CHANEL,Singapore,4VxTzYm00mg82MuoT35Ja7,sensual,0.8234,0.8986,0.0,0.7845,0.589,0.578,0.1274,0.3424,0.9048,0.8595
52,Gracie Abrams,That’s So True,Singapore,7ne4VBA60CxGM75vw0EYad,sensual,0.7152,0.8679,0.3309,0.9357,0.8002,0.6658,0.1799,0.6039,0.9534,0.8729
53,ILLIT,NOT CUTE ANYMORE,Singapore,1k0JAiH11gHL9dc5dfQjQr,lonely,0.0,0.564,0.0,0.4764,0.2852,0.4874,0.0,0.9174,0.8031,0.0
54,The Goo Goo Dolls,Iris,Singapore,6Qyc6fS4DsZjB2mRW9DsQs,longing,0.9086,0.9849,0.1849,0.9385,0.8814,0.4034,0.0,0.6519,0.6912,0.0
55,Jay Chou,擱淺,Singapore,0cOMncRq4cmDLO4tPQnkBF,despair,0.0,0.9429,0.0,0.8092,0.8495,0.964,0.0,0.4294,0.64,0.9251
56,Bruno Mars,God Was Showing Off,Singapore,1sVBT215CDmVJvfy1E2OCU,sensual,0.88,0.7788,0.8005,0.0,0.0,0.0,0.7094,0.0,0.975,0.0
57,"ZXKAI, slxughter",NO BATIDÃO,Singapore,7vg9noSnFEyPfwLiaCW4vi,sensual,0.6517,0.9221,0.0,0.7212,0.0,0.0,0.0,0.0,0.9427,0.0
58,Coldplay,Yellow,Singapore,3AJwUDP919kvQ9QcozQPxg,love,0.9874,0.946,0.5852,0.1153,0.1663,0.0,0.3298,0.1532,0.9556,0.1126
59,Bruno Mars,Dance With Me,Singapore,1myZ6GQewhAzMH2dKtKSWK,hope,0.9819,0.9772,0.7134,0.5139,0.3636,0.0,0.9891,0.3561,0.9844,0.0
60,Bruno Mars,That's What I Like,Singapore,0KKkJNfGyhkQ5aFogxQAPU,sensual,0.92,0.8441,0.8207,0.0,0.1048,0.0,0.6937,0.1149,0.9939,0.2288
61,Sabrina Carpenter,Manchild,Singapore,2BwO5K8Q7EPAJSGze3AAh9,sensual,0.4798,0.8186,0.2315,0.8875,0.8501,0.804,0.4441,0.6034,0.9935,0.9415
62,Kehlani,Folded,Singapore,0bxPRWprUVpQK0UFcddkrA,longing,0.7756,0.9541,0.2658,0.8268,0.7668,0.5483,0.639,0.7359,0.854,0.8673
63,ROSÉ,toxic till the end,Singapore,1z5ebC9238uGoBgzYyvGpQ,heartbreak,0.0,0.8254,0.0,0.9181,0.7405,0.5767,0.0,0.3687,0.7879,0.8601
64,Twenty One Pilots,Drag Path,Singapore,0TlcczkVTGpinpkGJpT81L,lonely,0.0,0.9932,0.0,0.9889,0.9563,0.9939,0.0,0.998,0.9949,0.5726
65,Addison Rae,Fame is a Gun,Singapore,7B3BwNecBhKvNwSMOOl7Gk,love,0.9802,0.9671,0.7286,0.9627,0.6304,0.1576,0.4846,0.367,0.9613,0.325
66,Don Toliver,E85,Singapore,3B4cjvGlPvyBLNG3AzEgkZ,love,0.9959,0.9693,0.9218,0.4997,0.7015,0.0,0.9466,0.2332,0.9917,0.6052
67,One Direction,Night Changes,Singapore,5O2P9iiztwhomNh8xkR9lJ,longing,0.817,0.9838,0.1697,0.8655,0.7281,0.4995,0.4452,0.4211,0.9464,0.6881
68,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),Singapore,7G7mSV4BebkoHWwKTDvXu9,sensual,0.3275,0.2367,0.0,0.1414,0.0,0.0,0.0,0.0,0.6345,0.0
69,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Singapore,7CyPwkp0oE8Ro9Dd5CUDjW,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Justin Bieber,DAISIES,Singapore,5BZsQlgw21vDOAjoqkNgKb,sensual,0.9948,0.9881,0.4304,0.9445,0.8034,0.5715,0.6676,0.5714,0.9969,0.3681
71,Bruno Mars,Why You Wanna Fight?,Singapore,3Ac4AjYkqsvop2ydbSAhTX,longing,0.985,0.9953,0.568,0.9886,0.9605,0.9219,0.9344,0.9605,0.9625,0.8998
72,"Kendrick Lamar, SZA",luther (with sza),Singapore,2CGNAOSuO1MEFCbBRgUzjd,longing,0.9378,0.9807,0.4307,0.9739,0.7916,0.1891,0.5712,0.1372,0.9729,0.2837
73,1119,福气马上来,Singapore,3b6RZmPmYzg2mRyfoIznYS,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Ariana Grande,we can't be friends (wait for your love),Singapore,51ZQ1vr10ffzbwIjDCwqm4,lonely,0.9333,0.9675,0.3099,0.9005,0.8002,0.3832,0.772,0.9853,0.8826,0.7569
75,IVE,BLACKHOLE,Singapore,2ytQFMxdreEFPPZTtyDdqM,sensual,0.857,0.8631,0.7173,0.0,0.0,0.0,0.9491,0.0,0.9564,0.2204
76,ZQS,这是你期盼的长大吗,Singapore,3AKYofM0vFekNthGbpjMpN,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Singapore,2yWlGEgEfPot0lv3OAjuG3,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Bruno Mars,Just the Way You Are,Singapore,7BqBn9nzAq8spo5e7cZ0dJ,sensual,0.9113,0.5023,0.4023,0.9119,0.7277,0.4029,0.1928,0.1697,0.9949,0.0
79,"Firdhaus, DIOR 大穎",在加納共和國離婚,Singapore,6GyUt7yJ0sOktc5HjvVnFh,anger,0.8189,0.8528,0.6487,0.6881,0.802,0.5896,0.8822,0.43,0.8565,0.9545
80,陈村长,爱怎么了,Singapore,0c9gjnRGBRke9VmLaZWmhM,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,The Marías,No One Noticed,Singapore,3siwsiaEoU4Kuuc9WKMUy5,lonely,0.8159,0.9599,0.2037,0.9153,0.8343,0.9298,0.708,0.9951,0.9065,0.5102
82,Jay Chou,晴天,Singapore,5pIcwtJYNJx93l420oR2Vm,love,0.9863,0.9732,0.0,0.9377,0.7707,0.4129,0.1691,0.9595,0.8835,0.0
83,Malcolm Todd,Sweet Boy,Singapore,59c2xv2kMzYM6HR9oY6BIa,sensual,0.7315,0.8466,0.3029,0.5491,0.5376,0.3762,0.6334,0.7933,0.8744,0.3814
84,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),Singapore,01qFKNWq73UfEslI0GvumE,sensual,0.763,0.8824,0.1548,0.0,0.109,0.0,0.2128,0.4684,0.9719,0.1596
85,Evangeline Wong,離開我的依賴,Singapore,23WLgtD54AeluEPRr5muHo,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Taylor Swift,Cruel Summer,Singapore,1BxfuPKGuaTgP7aM0Bbdwr,longing,0.7905,0.9882,0.1304,0.9033,0.7463,0.6768,0.0,0.513,0.9859,0.7444
87,Sabrina Carpenter,Espresso,Singapore,2HRqTpkrJO5ggZyyK6NPWz,longing,0.7879,0.9821,0.1889,0.7276,0.6767,0.9635,0.1412,0.8918,0.9743,0.2908
88,ROSÉ,number one girl,Singapore,1lcBt7LoEikqYmhUoa2cez,lonely,0.8808,0.9853,0.2554,0.5786,0.4809,0.5069,0.7723,0.9918,0.8278,0.1528
89,yung kai,blue,Singapore,6W614n8yLUeS3zsZSeBwyq,sensual,0.9421,0.9669,0.3327,0.0,0.2957,0.0,0.793,0.0,0.9779,0.0
90,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Singapore,54PbBpquVfhfrwRwvjSXbI,heartbreak,0.9142,0.967,0.1707,0.9692,0.9369,0.9229,0.0,0.9596,0.8471,0.8618
91,"Sean Kingston, Justin Bieber",Eenie Meenie,Singapore,4vVTI94F9uJ8lHNDWKv0i2,lonely,0.9759,0.9714,0.5938,0.9466,0.8126,0.8281,0.894,0.9832,0.9536,0.8371
92,Taylor Swift,Style,Singapore,0ug5NqcwcFR2xrfTkc7k8e,sensual,0.8606,0.9257,0.1035,0.5205,0.4495,0.1735,0.1405,0.7356,0.9734,0.6235
93,Laufey,From The Start,Singapore,43iIQbw5hx986dUEZbr3eN,lonely,0.862,0.9851,0.0,0.984,0.94,0.909,0.2392,0.986,0.5129,0.8385
94,DIOR 大穎,人的這一生,Singapore,2Jox8DFhnUpJZJWLsVAsAR,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Coldplay,Viva La Vida,Singapore,1mea3bSkSGXuIRvnydlB5b,lonely,0.1415,0.9647,0.4011,0.9712,0.8459,0.8952,0.1104,0.998,0.9314,0.8497
96,"Disco Lines, Tinashe",No Broke Boys,Singapore,3cZajhyr8LmtPfHZ9296tj,anger,0.1363,0.775,0.0,0.908,0.6945,0.7263,0.0,0.9548,0.8066,0.9602
97,"The Chainsmokers, Halsey",Closer,Singapore,7BKLCZ1jbUBVqRi2FVlTVw,sensual,0.9061,0.982,0.2793,0.9505,0.7922,0.2741,0.4897,0.8587,0.9852,0.9183
98,"The Chainsmokers, Coldplay",Something Just Like This,Singapore,6RUKPb4LETWmmr3iAEQktW,longing,0.6082,0.9903,0.7275,0.3717,0.5242,0.3749,0.4962,0.9329,0.964,0.5874
99,Ed Sheeran,Photograph,Singapore,6fxVffaTuwjgEk5h9QyRjy,love,0.9907,0.9413,0.2107,0.9282,0.8098,0.0,0.5496,0.7166,0.8645,0.0
100,"Maroon 5, Wiz Khalifa",Payphone,Singapore,1XGmzt0PVuFgQYYnV2It7A,heartbreak,0.3909,0.5688,0.0,0.9646,0.7545,0.876,0.0,0.5416,0.3142,0.79
101,Bruno Mars,It Will Rain,Singapore,4rMNgxEwGWoPHIUcvB5BrB,heartbreak,0.8461,0.9202,0.0,0.9244,0.888,0.7558,0.2362,0.7158,0.7008,0.7395
102,Justin Bieber,Ghost,Singapore,6I3mqTwhRpn34SLVafSH7G,lonely,0.9485,0.9779,0.2617,0.9561,0.8793,0.7251,0.8433,0.9945,0.7554,0.2329
103,"Ariana Grande, The Weeknd",Love Me Harder,Singapore,5J4ZkQpzMUFojo1CtAZYpn,love,0.9768,0.8277,0.2897,0.2589,0.2817,0.0,0.4034,0.2333,0.9051,0.2808
104,Bruno Mars,On My Soul,Singapore,4i4BVY2JiH4mDSLIBdNGKD,love,0.9892,0.9804,0.7585,0.7813,0.5186,0.158,0.8764,0.4214,0.9773,0.0
105,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Singapore,3GCdLUSnKSMJhs4Tj6CV3s,anger,0.0,0.1442,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.1931
106,Coldplay,Sparks,Singapore,7D0RhFcb3CrfPuTJ0obrod,heartbreak,0.89,0.9228,0.1244,0.9349,0.8345,0.5013,0.3707,0.4208,0.7813,0.5298
107,Eric Chou,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Singapore,2gug6MRv4xQFYi9LA3PJCS,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,sombr,12 to 12,Singapore,05od2qm2MTSKCHxy1GBp5W,sensual,0.9843,0.9718,0.3537,0.9359,0.8371,0.727,0.4107,0.9673,0.9851,0.6932
109,Daniel Caesar,Always,Singapore,2LlOeW5rVcvl3QcPNPcDus,love,0.9822,0.9647,0.4259,0.8878,0.7399,0.229,0.9087,0.5524,0.8825,0.2747
110,The Police,Every Breath You Take,Singapore,1JSTJqkT5qHq8MDJnJbRE1,lonely,0.9504,0.9929,0.1769,0.9902,0.9767,0.9458,0.2521,0.9932,0.8225,0.6221
111,The Neighbourhood,Sweater Weather,Singapore,0cQVqPuHQP4KEwc7ZUQmj6,sensual,0.9371,0.9679,0.2308,0.1304,0.1045,0.1102,0.1641,0.2279,0.9873,0.0
112,Keane,Somewhere Only We Know,Singapore,0ll8uFnc0nANY35E0Lfxvg,lonely,0.4392,0.9708,0.1975,0.7168,0.5003,0.6241,0.0,0.9914,0.9356,0.3967
113,Benson Boone,Beautiful Things,Singapore,3xkHsmpQCBMytMJNiDf3Ii,longing,0.9097,0.9707,0.3246,0.7035,0.8138,0.4388,0.7875,0.5192,0.7183,0.1302
114,Joji,SLOW DANCING IN THE DARK,Singapore,6rY5FAWxCdAGllYEOZMbjW,longing,0.3048,0.9873,0.0,0.7674,0.4544,0.7332,0.0,0.93,0.7667,0.9204
115,Bad Bunny,Tití Me Preguntó,Singapore,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.8081,0.8692,0.0,0.9262,0.7401,0.8109,0.0,0.9194,0.7565,0.7201
116,Jung Kook,Standing Next to You,Singapore,2KslE17cAJNHTsI2MI0jb2,sensual,0.9714,0.8993,0.7195,0.0,0.0,0.0,0.9524,0.1876,0.976,0.0
117,Cup of Joe,Multo,Singapore,5tlb0AxuzsMWL2GtEppXGX,lonely,0.0,0.8752,0.0,0.8683,0.7609,0.8912,0.0,0.9749,0.398,0.4315
118,LNGSHOT,Moonwalkin',Singapore,46V2ciN6F5bxjQWityNhkY,sensual,0.4608,0.8928,0.483,0.2204,0.7355,0.4332,0.5068,0.5844,0.9418,0.3588
119,The Marías,Sienna,Singapore,0InIeZW4P6VO7dUGRM4AKH,sensual,0.8037,0.9783,0.8066,0.9158,0.8497,0.1682,0.61,0.8661,0.9939,0.5969
120,Bruno Mars,Locked out of Heaven,Singapore,5g7sDjBhZ4I3gcFIpkrLuI,longing,0.8981,0.9712,0.6347,0.0,0.1184,0.0,0.9206,0.0,0.874,0.0
121,于冬然,座位,Singapore,4s3iUkYgh9gCeGYqCODrQe,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,KiiiKiii,404 (New Era),Singapore,24rDDbSlFY9OHrlJb48CRh,sensual,0.0,0.7444,0.3128,0.1067,0.2905,0.0,0.1881,0.1476,0.9943,0.51
123,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),Singapore,59dLtGBS26x7kc0rHbaPrq,sensual,0.899,0.9344,0.2967,0.0,0.2008,0.0,0.1569,0.1702,0.9415,0.347
124,SZA,Snooze,Singapore,4iZ4pt7kvcaH6Yo8UoZ4s2,sensual,0.5918,0.7802,0.2843,0.1635,0.3253,0.2193,0.8494,0.779,0.9696,0.7959
125,Bad Bunny,NUEVAYoL,Singapore,5TFD2bmFKGhoCRbX61nXY5,sensual,0.6064,0.9418,0.8949,0.0,0.4016,0.0,0.5258,0.2685,0.9692,0.2498
126,Ed Sheeran,Perfect,Singapore,0tgVpDi06FyKpA1z0VMD4v,sensual,0.9787,0.9496,0.7248,0.0,0.296,0.0,0.9382,0.2297,0.9915,0.0
127,OneRepublic,Counting Stars,Singapore,2tpWsVSb9UEmDRxAl1zhX1,longing,0.9822,0.9962,0.3709,0.8546,0.7949,0.4954,0.9911,0.2241,0.9509,0.5799
128,Cigarettes After Sex,Apocalypse,Singapore,1oAwsWBovWRIp7qLMGPIet,sensual,0.5871,0.9592,0.0,0.9155,0.8062,0.8,0.1969,0.3571,0.9855,0.5517
129,Bruno Mars,Talking to the Moon,Singapore,161DnLWsx1i3u1JT05lzqU,lonely,0.781,0.9872,0.1455,0.8769,0.7782,0.7888,0.9053,0.9873,0.8344,0.6893
130,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Singapore,4WFfPxJv1KRekG6mxn837K,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"王赫野, 姚晓棠",最后一页 - Live,Singapore,0ahuxmprOO8tfKpG5Sgkt2,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Malcolm Todd,Earrings,Singapore,0eAuGrXyGFYwur9ARUe7LJ,lonely,0.9691,0.9411,0.0,0.9514,0.7709,0.6794,0.2126,0.9759,0.4851,0.0
133,"Justin Bieber, Nicki Minaj",Beauty And A Beat,Singapore,6QFCMUUq1T2Vf5sFUXcuQ7,sensual,0.9449,0.9424,0.7303,0.0,0.2713,0.0,0.846,0.0,0.9873,0.3174
134,Arctic Monkeys,I Wanna Be Yours,Singapore,5XeFesFbtLpXzIVDNQP22n,sensual,0.9472,0.9821,0.545,0.2976,0.2122,0.0,0.7948,0.1649,0.9929,0.1075
135,Harry Styles,As It Was,Singapore,4Dvkj6JhhA12EX05fT7y2e,lonely,0.5661,0.9268,0.0,0.9284,0.8687,0.838,0.0,0.9869,0.6763,0.6893
136,Bruno Mars,When I Was Your Man,Singapore,0B7wvvmu9EISAwZnOpjhNI,heartbreak,0.7198,0.9385,0.0,0.9824,0.9348,0.8254,0.8271,0.8354,0.7327,0.7222
137,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Singapore,02sy7FAs8dkDNYsHp4Ul3f,sensual,0.9213,0.9828,0.7733,0.3445,0.3866,0.1455,0.8305,0.7669,0.9979,0.4556
138,Tate McRae,Sports car,Singapore,5UJbgR4XF4y1DvbkxEqe8S,sensual,0.8156,0.9795,0.3271,0.6172,0.8066,0.6745,0.448,0.2049,0.9953,0.694
139,"Jay Chou, Lara Liang",珊瑚海,Singapore,3Qj9Fy8BPbWmICTiNkuqB7,anger,0.3155,0.4651,0.2557,0.1907,0.3768,0.279,0.34,0.2582,0.6488,0.794
140,"The Weeknd, Daft Punk",Starboy,Singapore,7MXVkk9YMctZqd1Srtv4MB,sensual,0.0,0.8461,0.0,0.2147,0.326,0.1154,0.1313,0.1187,0.9364,0.8809
141,keshi,Soft Spot,Singapore,2aL4lMGhWdPpyPL6COPou7,longing,0.898,0.9641,0.4172,0.5093,0.4713,0.3533,0.6424,0.828,0.9631,0.0
142,Olivia Dean,A Couple Minutes,Singapore,312z6PZ8wwREck8613PkJk,love,0.9853,0.9696,0.4034,0.9517,0.8899,0.2502,0.9825,0.8411,0.8959,0.2552
143,"LE SSERAFIM, j-hope",SPAGHETTI,Singapore,2N9miXnewVmUrgl6JSK1FI,sensual,0.8068,0.7059,0.4939,0.158,0.2884,0.0,0.0,0.5033,0.8952,0.2685
144,Joker Xue,演员,Singapore,5Sib99jpYybZAicUMETb3h,love,0.9468,0.2495,0.2156,0.3473,0.1659,0.1996,0.4137,0.1623,0.2862,0.0
145,Charlie Puth,Attention,Singapore,5cF0dROlMOK5uNZtivgu50,anger,0.5002,0.8193,0.3349,0.7241,0.7709,0.7227,0.3768,0.5565,0.7446,0.923
146,Chappell Roan,"Good Luck, Babe!",Singapore,0WbMK4wrZ1wFSty9F7FCgu,sensual,0.6956,0.8479,0.1521,0.9407,0.6682,0.394,0.1231,0.784,0.9979,0.4562
147,"郭家瑋, DIOR 大穎",過了幾天(合唱版),Singapore,4GEWZ1vDFVkmhG55zpKFLO,anger,0.6068,0.7074,0.5222,0.4519,0.6043,0.366,0.5194,0.2543,0.8803,0.8817
148,Khalil Fong,特別的人,Singapore,0VTzUEuHYD8s7CgQ15cDPo,joy,0.9675,0.9876,0.9929,0.6101,0.6514,0.0,0.99,0.279,0.9246,0.8715
149,"阿涵, Ayo97",感谢你曾来过,Singapore,1JLtvvPsHwLyd2ufASdkWV,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,en王翊恩,嚣张,Singapore,1vfUASvUGt3gxQ1x3T3u1C,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Radiohead,Let Down,Singapore,2fuYa3Lx06QQJAm0MjztKr,despair,0.0,0.8764,0.0,0.9029,0.618,0.9884,0.2433,0.2414,0.7333,0.1853
152,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Singapore,0FIDCNYYjNvPVimz5icugS,heartbreak,0.493,0.8713,0.0,0.943,0.805,0.6057,0.0,0.2059,0.8607,0.8985
153,KATSEYE,Touch,Singapore,6aJn7Cst74cj4lNIiPRgav,love,0.9941,0.986,0.6791,0.9729,0.9061,0.8123,0.5008,0.988,0.9823,0.8639
154,Rihanna,Kiss It Better,Singapore,0UHB9METy4VCXNgkcGqHqS,longing,0.9376,0.9966,0.5082,0.9477,0.8592,0.8641,0.6985,0.6687,0.9853,0.949
155,Alex Warren,FEVER DREAM,Singapore,7ogpGbKc4Io6NCU6ydxXwZ,lonely,0.9064,0.9868,0.0,0.9727,0.9099,0.9699,0.8022,0.9939,0.9338,0.6029
156,Jay Chou,告白氣球,Singapore,2tqF9MPNdYdJU70U0ULO23,sensual,0.5498,0.845,0.3234,0.5258,0.5738,0.4061,0.5033,0.1364,0.9813,0.9658
157,Zara Larsson,Midnight Sun,Singapore,1qRV1dKLOfH1s00b9J2LUQ,sensual,0.9333,0.9588,0.884,0.1809,0.166,0.0,0.6452,0.9496,0.9963,0.0
158,小阿七,从前说,Singapore,3t5edAHbyFEW67wFApp7EO,longing,0.4429,0.9168,0.2017,0.6852,0.637,0.1995,0.2255,0.8133,0.8159,0.2389
159,Bruno Mars,Nothing Left,Singapore,0Sq6JK9kyC4MQa3KrJj5CB,lonely,0.9632,0.9905,0.1873,0.9768,0.9668,0.9053,0.6729,0.9967,0.8645,0.6743
160,Eric Chou,怎麼了,Singapore,5cU1O9P0EDA0rPkPDykhIm,anger,0.8701,0.856,0.4464,0.7346,0.724,0.7718,0.5958,0.5139,0.7746,0.8798
161,sombr,undressed,Singapore,0TFTAtCYhp2tQ9KcJIZb55,heartbreak,0.5212,0.8388,0.0,0.947,0.6854,0.6569,0.0,0.5794,0.4052,0.6184
162,Katy Perry,The One That Got Away,Singapore,6hkOqJ5mE093AQf2lbZnsG,heartbreak,0.8631,0.9731,0.1042,0.9902,0.9605,0.886,0.1217,0.8249,0.8338,0.8375
163,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Singapore,567e29TDzLwZwfDuEpGTwo,sensual,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.2934,0.1756
164,Ariana Grande,One Last Time,Singapore,7xoUc6faLbCqZO6fQEYprd,heartbreak,0.9411,0.9062,0.1097,0.9476,0.8712,0.8356,0.5148,0.7939,0.92,0.7755
165,WeiBird,"如果可以 - 電影""月老""主題曲",Singapore,72OVnXDzugvrCU25lMi9au,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Dhruv,double take,Singapore,0QzuaeCEEOV40Pn7IvKEny,sensual,0.9764,0.9857,0.6688,0.7145,0.6631,0.1432,0.7284,0.6716,0.9882,0.1692
167,Justin Bieber,Sorry,Singapore,09CtPGIpYB4BrO8qb1RGsF,anger,0.2747,0.8739,0.0,0.8223,0.6895,0.566,0.8845,0.4599,0.4618,0.9774
168,"DJ Snake, Justin Bieber",Let Me Love You,Singapore,0lYBSQXN6rCTvUZvg9S0lU,longing,0.7795,0.894,0.0,0.8553,0.6923,0.4376,0.4849,0.2413,0.6517,0.5661
169,ILLIT,Magnetic,Singapore,1aKvZDoLGkNMxoRYgkckZG,sensual,0.9489,0.9651,0.7441,0.0,0.1527,0.0,0.5671,0.0,0.9711,0.1289
170,BTS,Life Goes On,Singapore,5FVbvttjEvQ8r2BgUcJgNg,longing,0.4588,0.9326,0.2,0.8721,0.8636,0.7997,0.3002,0.7693,0.7739,0.5865
171,Taylor Swift,Blank Space,Singapore,1u8c2t2Cy7UBoG4ArRcF5g,longing,0.4952,0.6871,0.0,0.4137,0.2205,0.0,0.0,0.0,0.5024,0.3696
172,Coldplay,The Scientist,Singapore,75JFxkI2RXiU7L9VXzMkle,longing,0.9356,0.9737,0.1212,0.9648,0.9354,0.8907,0.411,0.5511,0.8358,0.7857
173,Jay Chou,青花瓷,Singapore,10VuSw48iPN2UK2xX9Y6P0,sensual,0.9216,0.9241,0.9439,0.0,0.0,0.0,0.989,0.0,0.9932,0.1351
174,"Disney, Shakira",Zoo,Singapore,3vJIaiTIHxHhYafTSPNiH4,sensual,0.9413,0.4564,0.9346,0.0,0.0,0.0,0.6081,0.0,0.9852,0.2951
175,Cigarettes After Sex,Cry,Singapore,3p4hRhMcb6ch8OLtATMaLw,heartbreak,0.9656,0.9599,0.0,0.9703,0.7445,0.7278,0.0,0.6902,0.1913,0.2522
176,Olivia Dean,Dive,Singapore,36vmaZyO0iAE6FZ7287fg2,sensual,0.8528,0.8941,0.2037,0.4768,0.5276,0.5223,0.5314,0.4302,0.9828,0.304
177,Laufey,Promise,Singapore,08PdFBcXzpkn1cWNgmKqhn,lonely,0.1328,0.8508,0.0,0.9434,0.8288,0.8292,0.0,0.9585,0.6836,0.7199
178,Bruno Mars,Something Serious,Singapore,0PV4VQCmE6Ujssr1bnswdF,love,0.9668,0.9529,0.176,0.5119,0.7759,0.3287,0.6037,0.315,0.4956,0.6704
179,en王翊恩,我走后 (深情版),Singapore,4iWXBvFiGanzt0ntGnMALN,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Bruno Mars,Versace on the Floor,Singapore,0kN8xEmgMW9mh7UmDYHlJP,lonely,0.9162,0.9641,0.7156,0.1419,0.2112,0.0,0.476,0.9956,0.9946,0.1167
181,Gracie Abrams,"I Love You, I'm Sorry",Singapore,51rfRCiUSvxXlCSCfIztBy,longing,0.8275,0.9776,0.5165,0.9588,0.9062,0.8385,0.4349,0.7858,0.7694,0.9389
182,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Singapore,1Q7EgiMOuwDcB0PJC6AzON,sensual,0.9356,0.9137,0.7171,0.0,0.0,0.0,0.437,0.1056,0.99,0.0
183,Radiohead,Creep,Singapore,70LcF31zb1H0PyJoS1Sx1r,longing,0.1046,0.9402,0.0,0.9357,0.6177,0.6494,0.0,0.7999,0.6023,0.7712
184,CORTIS,GO!,Singapore,6OWWZtNQORY1McaZmOrwhc,sensual,0.1007,0.5109,0.2782,0.0,0.0,0.0,0.4888,0.0,0.8369,0.7304
185,Charli xcx,party 4 u,Singapore,2RdEC8Ff83WkX7kDVCHseE,longing,0.5197,0.9743,0.3751,0.6981,0.5965,0.3859,0.7474,0.9578,0.8212,0.5517
186,SZA,Nobody Gets Me,Singapore,5Y35SjAfXjjG0sFQ3KOxmm,lonely,0.8096,0.9281,0.0,0.9568,0.8358,0.9273,0.0,0.9854,0.9428,0.9198
187,Joji,Glimpse of Us,Singapore,2mlNgAeIBnL78ZriXgrRHz,longing,0.8069,0.9881,0.4674,0.7701,0.6244,0.1656,0.9551,0.8598,0.8761,0.1926
188,Ariana Grande,Into You,Singapore,76FZM38RC8XaAjJ77CVTNe,sensual,0.9073,0.9047,0.344,0.0,0.1448,0.0,0.2992,0.0,0.9757,0.2425
189,Jay Chou,楓,Singapore,1pALOIA4ytESmhl7Fxjdic,sensual,0.7241,0.5935,0.5582,0.465,0.5666,0.1894,0.522,0.2805,0.8722,0.7344
190,Stefanie Sun,遇見,Singapore,3xJK8ywApYVEYIDhymYMC6,hope,0.585,0.9943,0.6899,0.0,0.0,0.0,0.9984,0.0,0.853,0.3945
191,d4vd,Here With Me,Singapore,0dS2u2UFd88TIzDDaZDLvS,longing,0.9491,0.9807,0.8075,0.8232,0.8629,0.4101,0.8442,0.4118,0.8442,0.1536
