rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
19,Airbag,Pensamientos,Argentina,1H7ktqkQx1PIuPfNtqvaBs,longing,0.6463,0.988,0.1783,0.9147,0.8834,0.8752,0.4162,0.6592,0.9107,0.9345
20,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Argentina,6iOndD4OFo7GkaDypWQIou,sensual,0.9199,0.9352,0.2911,0.0,0.0,0.0,0.1598,0.0,0.9919,0.0
21,Milo j,Niño,Argentina,4aDbrgm1ZaebS1Bb2dOXac,longing,0.8104,0.9819,0.0,0.9789,0.9769,0.8578,0.1182,0.5846,0.8732,0.1223
22,"PEDRO SAMPAIO, Emilia, MC Meno K, Melody",JETSKI - Remix,Argentina,7z26frY6O7BXwyjeqzYo7W,sensual,0.8524,0.9546,0.406,0.9306,0.7556,0.8248,0.1787,0.5045,0.9982,0.5959
23,La T y La M,No Se Va,Argentina,1Zh6HllrXT0Khrwk2j3TrZ,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"Beéle, Ovy On The Drums",mi refe,Argentina,4zhk2RS2EZODmBW6il55Qj,love,0.9869,0.9439,0.3927,0.2606,0.1864,0.1337,0.3401,0.413,0.9534,0.1616
25,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Argentina,7koAf6aZgjO6TS7bipfPD0,sensual,0.4436,0.4481,0.1626,0.4679,0.2748,0.0,0.2027,0.0,0.8813,0.0
26,"Myke Towers, Quevedo",SOLEAO,Argentina,4OsBqqMwFabHATATT527tH,sensual,0.7878,0.7086,0.3031,0.4605,0.2788,0.0,0.1298,0.4176,0.9565,0.4054
27,"Alleh, Yorghaki",capaz (merengueton),Argentina,2dd3G3ZqEcG2cNS1tp3oEk,sensual,0.8545,0.8758,0.1232,0.7705,0.5782,0.6709,0.1307,0.4377,0.9819,0.6688
28,Bad Bunny,KLOuFRENS,Argentina,4MUrUT38U98olfnyzMBCzm,heartbreak,0.9254,0.922,0.1677,0.9581,0.8746,0.6425,0.0,0.9514,0.5157,0.4619
29,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Argentina,0l0vcZMU7AOeQmUIREoI2U,sensual,0.4293,0.9484,0.2031,0.5954,0.5342,0.2296,0.1852,0.9377,0.9895,0.8864
30,"J Balvin, Bad Bunny",LA CANCIÓN,Argentina,0fea68AdmYNygeTGI4RC18,lonely,0.8145,0.9289,0.2435,0.9284,0.8183,0.7526,0.66,0.9619,0.8217,0.4781
31,Babasonicos,Como Eran Las Cosas,Argentina,61qPUnazSdkvua4wgA4L8C,anger,0.3218,0.8917,0.1207,0.7949,0.7144,0.5932,0.2428,0.3243,0.7861,0.9172
32,Omar Courtz,POR SI MAÑANA NO ESTOY,Argentina,595wwjQiad6e6lSTScmXvz,lonely,0.9196,0.9829,0.3349,0.966,0.8683,0.6676,0.5895,0.9918,0.9607,0.6077
33,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Argentina,2uPMsTEKx79gJ8rB3AcT0v,sensual,0.7709,0.8185,0.4076,0.0,0.3613,0.0,0.6257,0.1962,0.8848,0.8553
34,Bad Bunny,Tití Me Preguntó,Argentina,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.8081,0.8692,0.0,0.9262,0.7401,0.8109,0.0,0.9194,0.7565,0.7201
35,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Argentina,6C1RD7YQVvt3YQj0CmuTeu,sensual,0.227,0.7566,0.2718,0.0,0.1666,0.0,0.1115,0.0,0.9948,0.5378
36,"Young Cister, Kreamly",QLOO*,Argentina,7CMj1OOS1ho4CPEQTFKzcN,sensual,0.9568,0.9321,0.37,0.0,0.2584,0.0,0.2702,0.0,0.9893,0.1127
37,Airbag,Por Mil Noches,Argentina,5vHWh24GAsXJ7tnIu8v7UN,longing,0.6117,0.9858,0.0,0.9701,0.9383,0.9366,0.0,0.9708,0.6568,0.858
38,Cazzu,Con Otra,Argentina,2F6PBqz7aPA7K309aFKMHt,longing,0.4416,0.9319,0.0,0.8507,0.6561,0.5586,0.0,0.8543,0.3352,0.7534
39,"PEPU, Pizzu",TENGO UN FEELING,Argentina,1toIsvoqn3HCpdetMXk2sJ,longing,0.5343,0.9809,0.7767,0.0,0.3261,0.0,0.6798,0.0,0.823,0.331
40,"Bizarrap, J Balvin","J Balvin: Bzrp Music Sessions, Vol. 62/66",Argentina,04YMLAsyIAe1sLb6RO5YcC,lonely,0.2248,0.8454,0.2938,0.7522,0.5214,0.2122,0.2743,0.9863,0.7307,0.6973
41,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)",Argentina,7nrd0eIftH3NQLfgk20Qp9,sensual,0.6704,0.9276,0.4736,0.318,0.2331,0.0,0.1783,0.5253,0.9942,0.5545
42,No Te Va Gustar,A las Nueve,Argentina,0CgpCtEPvyDizcg2p47VrU,despair,0.6351,0.7658,0.0,0.9226,0.8256,0.9325,0.0,0.8217,0.6079,0.8084
43,Djo,End of Beginning,Argentina,3qhlB30KknSejmIvZZLjOD,heartbreak,0.0,0.9244,0.0,0.952,0.9477,0.3827,0.0,0.6831,0.5004,0.0
44,"Bad Bunny, Chuwi",WELTiTA,Argentina,5WEF0icHWmAZBBMglBd599,sensual,0.9637,0.9318,0.8597,0.0,0.0,0.0,0.8659,0.0,0.9917,0.0
45,Plan B,Es un Secreto,Argentina,3KZCP2StVGdWkOKyRZNWA4,sensual,0.8752,0.9424,0.6731,0.0,0.0,0.0,0.7725,0.1035,0.9886,0.0
46,"No Te Va Gustar, Juan Casanova",Tan Lejos,Argentina,44m9PAUZYeOEGeaTYh6NAl,longing,0.3127,0.9187,0.1472,0.7172,0.5588,0.2015,0.4453,0.7303,0.6508,0.3639
47,"Milo j, Trueno",Gil,Argentina,5jgmQkVypORb3enASCxjYs,heartbreak,0.5819,0.7363,0.0,0.785,0.4581,0.5099,0.2916,0.6363,0.4089,0.5391
48,"Maria Becerra, TINI, XROSS",HASTA QUE ME ENAMORO,Argentina,7rfYGYxsZzQAhlJy5B0IcW,lonely,0.9547,0.9504,0.0,0.9591,0.8842,0.9283,0.0,0.9838,0.5642,0.3496
49,Gustavo Cerati,Adiós,Argentina,1rh4kDY9T4fHVDum8Foi5k,heartbreak,0.5896,0.8264,0.0,0.9274,0.8956,0.5492,0.2151,0.4446,0.6495,0.0
50,Plan B,Fronteo,Argentina,0AXKoQuC2NQ8S2QRF0Gu02,sensual,0.4535,0.473,0.1423,0.2142,0.3035,0.0,0.0,0.3397,0.936,0.4301
51,Bad Bunny,NO ME QUIERO CASAR,Argentina,39L3LdlHS3gqB62HPWaJRg,sensual,0.1705,0.8154,0.121,0.7817,0.3661,0.2439,0.2748,0.8478,0.8973,0.6626
52,"Tincho & Javi, Max Carra",Loco Enamorado I Varieté #4,Argentina,0UaxhDrvCVcCWCqYQUeeFF,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Intoxicados,Nunca quise,Argentina,0ZAJ660VP57lLK4U7NlGOy,anger,0.3248,0.7567,0.0,0.7632,0.5147,0.1316,0.0,0.2535,0.7407,0.8848
54,Callejeros,Creo,Argentina,5Bi9Cq5oVFy1OtUgecbegZ,sensual,0.7808,0.8355,0.0,0.8972,0.8669,0.2472,0.5147,0.3541,0.9583,0.0
55,Danny Ocean,Me Rehúso,Argentina,6ifUES3keWjwXgae8pXI3o,sensual,0.5289,0.6151,0.1699,0.4939,0.3833,0.2753,0.2021,0.4058,0.8709,0.2477
56,"Tiago PZK, Ke Personajes",Piel,Argentina,6kPCcIAGoTeRrh8qrmKa90,lonely,0.7576,0.9671,0.1584,0.1611,0.1696,0.0,0.3646,0.9683,0.94,0.0
57,"Maria Becerra, El Alfa, XROSS",HACE CALOR,Argentina,4tabsd3NLLwuT90wkuNh7C,sensual,0.3877,0.8222,0.1807,0.265,0.5444,0.1488,0.4382,0.0,0.9618,0.7818
58,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Argentina,6kUopck7LHVadAjAFcXiTj,heartbreak,0.0,0.6807,0.154,0.9285,0.7336,0.9076,0.2377,0.8513,0.8383,0.3572
59,"Luck Ra, Miranda!",TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Argentina,4Kzi8hXKkT87SQoYClizh0,love,0.9486,0.4622,0.0,0.4475,0.0,0.0,0.0,0.2212,0.47,0.0
60,"Omar Courtz, ROA",WO OH OH,Argentina,0h54mLixODOqU6vTcZMqVM,sensual,0.9318,0.9831,0.5477,0.4188,0.462,0.0,0.8094,0.4967,0.9932,0.7571
61,"Q' Lokura, Los Herrera",Cuidado Que Te Supero,Argentina,2Xetks48zQL2K7xUbJBHRn,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Argentina,614NVFo5csQqRnryl4jXs2,longing,0.5988,0.9753,0.125,0.607,0.3078,0.2913,0.2194,0.8876,0.9715,0.6218
63,"Luck Ra, Karina, RAMKY EN LOS CONTROLES",LADRON,Argentina,2NMctdE1VuUUc4VctEqamB,sensual,0.8875,0.8598,0.2276,0.9105,0.9515,0.3099,0.1987,0.3966,0.983,0.8363
64,Taylor Swift,The Fate of Ophelia,Argentina,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.8548,0.8917,0.4806,0.9754,0.8572,0.7167,0.6854,0.8724,0.8773,0.7087
65,"Anuel AA, Haze",Amanece,Argentina,1LiN0Z98FkR1t0m8KmLcAH,longing,0.8703,0.9768,0.2737,0.8919,0.6681,0.5376,0.1935,0.609,0.9738,0.8354
66,Turf,Pasos Al Costado,Argentina,7upAH0ezzsThyvr33YKn4u,heartbreak,0.1516,0.2909,0.0,0.5743,0.5234,0.2869,0.0,0.46,0.2109,0.0
67,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Argentina,5q2JbCNi4FcnglgPfxcV65,longing,0.6892,0.9675,0.3512,0.9545,0.8627,0.7038,0.3658,0.9346,0.9342,0.8491
68,Felix Record,Cuentame,Argentina,2lg4MDfkK2ya3dEAFu6Wh8,sensual,0.8278,0.979,0.1346,0.8054,0.4745,0.3823,0.2319,0.1747,0.9933,0.838
69,De La Rose,Yo te conozco :):,Argentina,1yG1za0O6OK6sKa79xGtsA,longing,0.7789,0.9934,0.2755,0.9309,0.8222,0.755,0.9365,0.9412,0.9863,0.9834
70,Babasonicos,Irresponsables,Argentina,6d4d6cwiAf59mKxoRmXQoK,love,0.9976,0.8823,0.0,0.6376,0.5368,0.6864,0.0,0.2236,0.6864,0.4682
71,"Yan Block, Panda Black",444,Argentina,1o4xkdBe0RjSf2u6VXi4OI,longing,0.7907,0.973,0.1455,0.884,0.6835,0.5691,0.0,0.9255,0.9705,0.8506
72,"Jere Klein, Katteyes, Mateo on the Beatz",TODO KE VER,Argentina,3D9mWy43zoJFWQUE6sz6ax,sensual,0.2644,0.5033,0.0,0.4253,0.2009,0.5513,0.1191,0.3817,0.7375,0.6843
73,Los Huayra,La Noche Sin Tí,Argentina,6dT5W7zuEcUZHnZuVlSIJ5,lonely,0.8384,0.9767,0.0,0.9804,0.95,0.95,0.0,0.9972,0.56,0.5863
74,Los Piojos,Bicho de Ciudad,Argentina,0oCiPqIEL5218yu2D996eP,sensual,0.9404,0.9696,0.6295,0.8778,0.5716,0.0,0.5473,0.4389,0.9899,0.1291
75,Omar Courtz,KOKO,Argentina,1tz7RZirwiuaJw2p0jbdHb,sensual,0.7466,0.9698,0.2061,0.0,0.0,0.0,0.2694,0.9863,0.9984,0.4178
76,Maluma,Borro Cassette,Argentina,6DUdDIRgLqCGq1DwkNWQTN,sensual,0.9024,0.9485,0.2512,0.8802,0.7519,0.4656,0.1442,0.3218,0.9916,0.872
77,"Yan Block, Panda Black",Talento,Argentina,7sChwC2NZjGc2Kdni3hlDg,anger,0.7062,0.9192,0.4025,0.8336,0.9416,0.5101,0.956,0.9297,0.9901,0.9905
78,"Pablo Chill-E, Ñengo Flow, Jere Klein",Bastardo (feat. Ñengo Flow & Jere Klein),Argentina,7xjFEvchFCiAmuseCBModI,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Los Tipitos,Campanas en la Noche,Argentina,0C9V5jMElp7laZZdsCHufD,lonely,0.6702,0.9439,0.0,0.3964,0.2691,0.0,0.2007,0.9671,0.4904,0.0
80,Omar Courtz,SI ESTÁS CON ALGUIEN,Argentina,7nyk5uxevcijIfl1FlJgmA,heartbreak,0.7007,0.5769,0.1033,0.7951,0.563,0.5663,0.2966,0.7026,0.5724,0.3779
81,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,Argentina,06s3QtMJVXw1AJX3UfvZG1,sensual,0.6429,0.7215,0.4179,0.3431,0.4049,0.1517,0.3783,0.3974,0.7992,0.6896
82,Ciro y los Persas,Me Gusta,Argentina,67Q93kXygxCskeQiIP0V0j,sensual,0.966,0.9644,0.4615,0.7023,0.4649,0.17,0.4253,0.3887,0.9957,0.2436
83,Bad Bunny,MONACO,Argentina,4MjDJD8cW7iVeWInc2Bdyj,sensual,0.7394,0.8604,0.5676,0.3518,0.6171,0.2669,0.3309,0.6033,0.9874,0.8342
84,La T y La M,amor de veraNO,Argentina,6WJ2QzbVnjmPGKpmb6tmmO,sensual,0.9117,0.8814,0.5493,0.3751,0.3082,0.0,0.2252,0.2587,0.9885,0.3798
85,Airbag,Nunca Lo Olvides,Argentina,4581iSIX0QZNNzAQRysF3k,longing,0.8484,0.981,0.0,0.8414,0.7596,0.5301,0.1524,0.8726,0.9479,0.4661
86,"Yan Block, TORRRES",Yo sé,Argentina,5DdLSEyKh8zgCrJq2hFj92,sensual,0.1853,0.8727,0.0,0.8717,0.7735,0.6956,0.0,0.2822,0.994,0.8982
87,"Milo j, Taiu",Rara Vez,Argentina,7MVIfkyzuUmQ716j8U7yGR,longing,0.9468,0.9489,0.6871,0.8135,0.4997,0.0,0.4305,0.8686,0.8545,0.2842
88,El Plan De La Mariposa,Túnel de la Vida,Argentina,3NlHH9zJ9uGXkm6NJDbLnO,hope,0.7762,0.6538,0.2982,0.0,0.0,0.0,0.9428,0.0,0.5124,0.0
89,DesaKTa2,No Se Ve / Chingon,Argentina,1wDZFWLswOdkP3PBOWiSwI,sensual,0.8886,0.9821,0.409,0.4922,0.7547,0.2106,0.1764,0.7868,0.998,0.6663
90,Airbag,Cicatrices,Argentina,23FJGRug9hlYUIBnrmkIBX,longing,0.2183,0.9851,0.0,0.8516,0.7349,0.8866,0.0,0.9829,0.8938,0.8095
91,Pablo Chill-E,Resentia,Argentina,2ANtIUI9cipWNI685VdlZb,heartbreak,0.4373,0.6597,0.0,0.6933,0.6273,0.5343,0.1543,0.505,0.4409,0.4963
92,Jin,Don’t Say You Love Me,Argentina,27xkOIER6uDLKALIelHylZ,heartbreak,0.1976,0.847,0.0,0.9554,0.8966,0.9015,0.1853,0.6932,0.4393,0.8572
93,Zion & Lennox,La player (Bandolera),Argentina,0VKkyBKCXyR99navhVRqcP,lonely,0.3185,0.8276,0.2119,0.5219,0.4109,0.4816,0.2445,0.9677,0.9003,0.6889
94,Tan Bionica,Obsesionario en La Mayor,Argentina,5EGVGkRRJ2udpRnVGpx8LM,lonely,0.9684,0.9751,0.0,0.986,0.9416,0.9494,0.3674,0.9862,0.9071,0.5805
95,"Romeo Santos, Prince Royce",Dardos,Argentina,5SudOD9R1Of6CsJVWZy6CQ,longing,0.933,0.959,0.0,0.9524,0.9145,0.8918,0.0,0.7073,0.7729,0.8667
96,Anuel AA,Tú No Lo Amas,Argentina,0fLOPPoyIaPTe8dm2Mrft3,longing,0.8967,0.9854,0.0,0.8464,0.6893,0.508,0.2631,0.9767,0.953,0.7439
97,Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,Argentina,6iCnJkKswtMYoSmT58HmEn,sensual,0.5749,0.9706,0.0,0.9002,0.7953,0.6566,0.0,0.9827,0.9945,0.0
98,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,Argentina,14rcLGX83RpsORAIzC4U4g,sensual,0.931,0.8062,0.1164,0.0,0.0,0.0,0.0,0.0,0.9973,0.0
99,Q' Lokura,Quédate / Soy Favela / Lo que hay x aqui - En Vivo,Argentina,3sfrXcrMPS2KMQmzdmjEmp,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,La T y La M,El Doctorado,Argentina,1yg1tWFaYajN4b7vsKtYRE,longing,0.3517,0.8629,0.4685,0.2624,0.2282,0.18,0.7296,0.1882,0.7891,0.5384
101,Miranda!,Tu Misterioso Alguien,Argentina,4ksf1UdqNc9pU8R4ZZrgdY,heartbreak,0.4717,0.4064,0.0,0.7107,0.1974,0.1005,0.0,0.515,0.4351,0.2757
102,"Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD",Si No Es Muy Tarde - Versión Cumbia,Argentina,4KRlNVLHn2ZgGvpjnga31N,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,KAROL G,Si Antes Te Hubiera Conocido,Argentina,73scB4Q4fcOmnsBVZPmk32,longing,0.7654,0.9796,0.3249,0.6016,0.5642,0.387,0.9656,0.4634,0.9788,0.8784
104,"Fuerza Regida, Grupo Frontera",COQUETA,Argentina,1PREzVLuDT6PSE9sej4wnV,sensual,0.8836,0.9923,0.1263,0.8438,0.6688,0.1326,0.204,0.631,0.9979,0.1218
105,Bad Bunny,Moscow Mule,Argentina,6Xom58OOXk2SoU711L2IXO,longing,0.274,0.9621,0.4797,0.5029,0.629,0.3842,0.1392,0.5632,0.8803,0.9551
106,"Luck Ra, BM",La Morocha,Argentina,6vRQqxOhUFd78p5tL8jXr7,lonely,0.9883,0.9939,0.1624,0.5899,0.2573,0.4242,0.5465,0.9988,0.9865,0.423
107,Los Auténticos Decadentes,Loco (Tu Forma De Ser),Argentina,3ydweVPwq9PCEVJ8WwqT6u,heartbreak,0.0,0.344,0.0,0.7045,0.1794,0.0,0.0,0.0,0.2498,0.2551
108,Omar Courtz,⁠LUCES DE COLORES,Argentina,5dDlknAL9imbXXl7uG7oqe,sensual,0.6166,0.9734,0.6434,0.0,0.269,0.0,0.3572,0.5468,0.998,0.4336
109,The Police,Every Breath You Take,Argentina,1JSTJqkT5qHq8MDJnJbRE1,lonely,0.9504,0.9929,0.1769,0.9902,0.9767,0.9458,0.2521,0.9932,0.8225,0.6221
110,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Argentina,0JoHqmlqE0W0i9prt6kcHR,sensual,0.6281,0.8572,0.1439,0.7529,0.6225,0.7793,0.0,0.7585,0.9218,0.5224
111,Airbag,Cae el Sol,Argentina,1Mqfdem6pgGVoULjSkkcc9,longing,0.9132,0.989,0.2566,0.8801,0.8483,0.7297,0.69,0.9792,0.8427,0.7206
112,"Eugenia Quevedo, Angela Leiva, La banda de Carlitos",No Podrás - En Vivo,Argentina,3X8jKI7kHrbhqgLboG14tw,heartbreak,0.5797,0.7327,0.0,0.9576,0.8838,0.8639,0.0,0.9518,0.4991,0.9318
113,Babasonicos,Puesto,Argentina,5zpZUFF7YyPG90nkR88RYd,sensual,0.9197,0.7633,0.8959,0.1105,0.4004,0.0,0.5706,0.0,0.9913,0.7274
114,Soda Stereo,Trátame Suavemente - Remasterizado 2007,Argentina,65DBZofI0b79kfHTcWWDuU,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"DesaKTa2, Aneley",Estaba Aqui Pensando,Argentina,5GUgnXDDO4raKkT9lO5F1x,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Yandel,Encantadora,Argentina,7LABrQFfRYcZUqUwng0Heb,sensual,0.4656,0.4837,0.1369,0.1969,0.2099,0.368,0.1516,0.4454,0.4927,0.2662
117,Bad Bunny,Otra Noche en Miami,Argentina,4vCAzANUWDE24URV6wQ4ra,lonely,0.4395,0.9696,0.0,0.9434,0.7492,0.6356,0.0,0.9848,0.669,0.6396
118,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Argentina,3k3NWokhRRkEPhCzPmV8TW,sensual,0.5863,0.7735,0.2577,0.3631,0.2391,0.3007,0.0,0.3365,0.9414,0.2993
119,"Callejero Fino, Martin Vegas",TIKI TIKI,Argentina,7GSKEUunbDOtPSG1TLXq8e,anger,0.2299,0.5215,0.1413,0.6791,0.6763,0.3208,0.0,0.1656,0.8696,0.8932
120,No Te Va Gustar,Ese Maldito Momento,Argentina,6MuJUSYCqA4FpMogUHzb2R,lonely,0.0,0.5852,0.0,0.9445,0.9059,0.9436,0.0,0.9986,0.2263,0.7569
121,Angela Torres,FAVORITA,Argentina,6EhX9FjpQZ5CohoGeqUM2u,sensual,0.8778,0.7815,0.1009,0.8466,0.4844,0.5462,0.0,0.0,0.9773,0.4463
122,Kapo,UWAIE,Argentina,0fMjldiEpgjbWQ4bBQwVzH,sensual,0.9759,0.9755,0.6875,0.1239,0.0,0.0,0.4903,0.1743,0.9867,0.0
123,"Estelares, Jorge Serrano",Ella Dijo,Argentina,6cFf4Jfy7ThUwGzbqFcZsx,heartbreak,0.9266,0.9337,0.1827,0.9657,0.8607,0.9067,0.1072,0.866,0.9625,0.7524
124,La T y La M,Un Montón de Estrellas - En Vivo Gran Rex,Argentina,1R3ubqAHKHE6f64Hz37q8h,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Babasonicos,El Loco,Argentina,2jEjxOyKqMpkcThWl697hf,heartbreak,0.0,0.9527,0.0,0.975,0.8147,0.8719,0.0,0.9078,0.9624,0.8673
126,Andrés Calamaro,Flaca,Argentina,1p7m9H4H8s0Y7SgRm7j3ED,love,0.9615,0.8805,0.275,0.749,0.6909,0.4368,0.6541,0.8569,0.6894,0.2703
127,Las Pelotas,Personalmente,Argentina,7q7XFO9av9VpNJSXKJwJxD,sensual,0.445,0.9495,0.4251,0.9371,0.9252,0.447,0.9467,0.7569,0.9559,0.7088
128,"Rauw Alejandro, Romeo Santos",Khé?,Argentina,1YYfyJ2yCvGFCxwjsIqEK9,longing,0.8341,0.9667,0.0,0.9518,0.768,0.6802,0.0,0.8603,0.9065,0.7645
129,Las Pelotas,Será,Argentina,60IzIxSuVAtU71yCmHjxHH,longing,0.8909,0.998,0.1472,0.9559,0.9588,0.6776,0.762,0.7733,0.9849,0.9457
130,Mon Laferte,Tu Falta De Querer,Argentina,4skuEIloXWuxxgekKupkEH,longing,0.9385,0.9912,0.0,0.981,0.963,0.9405,0.0,0.9636,0.7485,0.9258
131,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,Argentina,1buwr89mlvxbaqArqmvCYS,sensual,0.8887,0.7534,0.4291,0.3766,0.2685,0.0,0.0,0.3564,0.9751,0.1547
132,"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,Argentina,5AK6QqM8aUXXTk6oY00ZRh,sensual,0.6919,0.9737,0.2927,0.6797,0.6577,0.5322,0.2093,0.8006,0.9764,0.7945
133,Romeo Santos,Imitadora,Argentina,6r46lnXFbE9fr2d3KNaGbe,longing,0.869,0.9871,0.1531,0.9763,0.9336,0.764,0.4137,0.9794,0.9753,0.895
134,Milo j,M.A.I,Argentina,35ttE4t8lQZA2vuCYDg4G7,love,0.9948,0.9587,0.6176,0.9677,0.9257,0.7801,0.8508,0.9285,0.8226,0.6874
135,Omar Courtz,VAMOaCOCHI,Argentina,1oghNMGW42IhtQPNU6leZz,sensual,0.8343,0.9625,0.3488,0.0,0.1208,0.0,0.363,0.7901,0.9845,0.3152
136,"Ke Personajes, Onda Sabanera",Pobre Corazón - En Vivo,Argentina,1AX4aybSRyXHWrjg27wTFE,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Feid, ATL Jacob",LUNA,Argentina,7bywjHOc0wSjGGbj04XbVi,longing,0.7103,0.9914,0.2024,0.9845,0.9555,0.8998,0.1585,0.9805,0.9045,0.9727
138,Anuel AA,¿Qué Nos Pasó?,Argentina,7k3qWn8D43a5ISa3x8lJux,anger,0.0,0.5996,0.0,0.7505,0.5793,0.443,0.0,0.3716,0.6019,0.8565
139,"Jory Boy, Bad Bunny",No Te Hagas,Argentina,5hKjEpYrJIJs6uPl7zw6Y6,sensual,0.4157,0.7515,0.2056,0.5246,0.5605,0.3776,0.1219,0.5547,0.8742,0.5379
140,"Rauw Alejandro, Chencho Corleone",El Efecto,Argentina,4SJHHpKhcuXwDsCsPqshXj,sensual,0.4275,0.6397,0.31,0.0,0.0,0.0,0.1703,0.3957,0.9735,0.2263
141,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",Loca,Argentina,0vnrhysrKKRdNYFKLAGzRc,sensual,0.4693,0.8026,0.0,0.7538,0.4311,0.3265,0.0,0.3665,0.9215,0.674
142,"Luciano Pereyra, The La Planta, Un Poco de Ruido, Pinky SD",Es Mi Culpa - Versión Cumbia,Argentina,78OOLg1XsVW0QQkfHP2VEV,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Maria Becerra, Paulo Londra, XROSS",RAMEN PARA DOS,Argentina,5KJacLbQNuqzR9IizaPI6h,lonely,0.3382,0.8874,0.0,0.9394,0.8363,0.8842,0.3119,0.9855,0.644,0.7279
144,Plan B,Fanatica Sensual,Argentina,1DrDfpOx4P4LMxFhtOmeyD,sensual,0.9642,0.9415,0.3382,0.0,0.2617,0.0,0.619,0.3245,0.9985,0.4671
145,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,Argentina,4OwhwvKESFtuu06dTgct7i,longing,0.8418,0.9768,0.1164,0.9163,0.8297,0.6185,0.5463,0.8867,0.7595,0.5678
146,Cumbia rocha,"Suena en la Previa, Vol. 2",Argentina,0LswOwsXAfPYLGVwqRlNyW,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),Argentina,4DS7HoqrKq1dDjeYOKBlu9,longing,0.5906,0.8516,0.1776,0.2933,0.3135,0.1604,0.1396,0.3692,0.7442,0.3804
148,"DobleP, Peipper, Locura Mix, VERNAZ",PUTERÍ4,Argentina,1IgrATr9zMmRjtFVFY6O7s,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Emilia, TINI, Nicki Nicole",blackout 🧊,Argentina,1KaXG7dVdwMH3gCtiAU39t,sensual,0.1282,0.4854,0.0,0.0,0.0,0.0,0.0,0.0,0.9885,0.4327
150,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Argentina,0Sr7ssScx54yxdM2ols7nW,sensual,0.7743,0.9766,0.354,0.0,0.1787,0.0,0.2002,0.2246,0.9949,0.659
151,"Pinky SD, Un Poco de Ruido, Uriel Lozano",Conmigo Te Gustó,Argentina,4eqXTlaHeK6xkM1fRx9wR5,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
