artist,title,spotify_uri,lyrics
Maluma,El Perdedor,1iEwyiSLAunPR6uouANE0O,"Baby
¿Pa' qué me estás llamando?
Dime si es verdad que él te trae loca
¿Y a vos qué te importa? (¿Ah, sí?)
Aún no lo creo, en tan poco tiempo ya besas otra boca
De malas (¿Qué?)

Dime, ¿cuál fue mi error? (Dime)
Si mi único delito sólo fue amarte
Hoy soy el perdedor (Bebé, no más)
Y él me ha robado el truco para enamorarte (¿Qué pasa mi amor?)
Rudeboyz

Y dime que me amas aunque sea mentira
(No puedo negarte, los celos me están matando)
Y dile en su cara que aún por mí suspiras
(Me parte el alma no volver a verte)
Y dime que me amas aunque sea mentira
(Sabes que no hay nadie como yo)
Y dile en su cara que aún por mí suspiras
(No te engañes, no me olvidarás)
(Pretty Boy)

Está claro que tú mereces a alguien mejor
No sé en qué falle pero no hay otro como yo (Jaja, dícelo)

Oye má, dame otra oportunidad
Ya sabes no soy así
Sólo tú me haces rogar (Ajá)
Mirándome al espejo
Y peleando con mi ego
Si entre más me alejo más te pienso (Agh)

Dime, ¿cuál fue mi error?
Si mi único delito sólo fue amarte (Sí)
Hoy soy el perdedor (Baby)
Y él me ha robado el truco para enamorarte

Y dime que me amas aunque sea mentira
(No puedo negarte, los celos me están matando)
Y dile en su cara que aún por mí suspiras
(Me parte el alma no volver a verte)
Y dime que me amas aunque sea mentira
(Sabes que no hay nadie como yo)
Y dile en su cara que aún por mí suspiras
(No te engañes, no me olvidarás)

Y si te da la gana de volver a verme
Estaré disponible para contestarte
Yo sé que por tu parte no sientes rencores
Quizá mañana vuelvas pa' que te enamores-mores
Cuando tomábamo', lo hacíamo'
Filmábamo' y veíamo'
Éramos dos locos sin saber pa' dónde íbamos
Pero son cosas del destino
Al pasar el tiempo tú cogiste tu camino, baby

Está claro que tú mereces a alguien mejor (Está claro)
No se en qué fallé, pero no hay otro como yo

Dime, ¿cuál fue mi error?
Si mi único delito sólo fue amarte (Sí)
Hoy soy el perdedor (Baby)
Y él me ha robado el truco para enamorarte

Y dime que me amas aunque sea mentira
(No puedo negarte, los celos me están matando)
Y dile en su cara que aún por mí suspiras
(Me parte el alma no volver a verte)
Y dime que me amas aunque sea mentira
(Sabes que no hay nadie como yo)
Y dile en su cara que aún por mí suspiras
(Que por mi suspiras, que no, que no, que no)

(Dime cuál fue mi error)
Yo, baby (Sólo fue amarte)
Y te hablo claro (Hoy soy el perdedor)
Desde el bunker
Atlantic Music (Para enamorarte)
Es el Pretty Boy, Dirty Boy, baby
Kevin ADG, Chan El Genio
Los Rudeboyz (Rudeboyz)
Atlantic Music
Dímelo Miky
La Sensa'
Y yo soy Maluma, baby
¿Sabes qué?
Él no te hace el amor
No te trata bien
Y que yo fui el primero en tu vida"
Cosculluela,Manicomio,3UVM7rdOSbm2vKDXB9SsWo,"Dicen que me desenfoco
Comentan que tu ta' loca
Compartimo un chaleco de loco
Cada quien con quien le toca

Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende
Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende

Esto es un amor villas, castillas y de pastillas
Yo de urbanización y tu mi riquitilla
En la calle se rumora que tengo pandilla
Y pa' tus padres yo soy la pesadilla
Fumando taquilla hasta que el sol alumbra
Dando vueltas por el viejo San Juan en la Tundra
Con Mueka y con Maxi, super relaxy
Tu conmigo sientes que estas en otra galaxy
Bueno y sano, preguntan en capestrano
Como un loco se puede ganar to' lo que gano
Y como una mujer de tu nivel se puede hasta fijar
En un hombre que es bipolar y con un fallo mental

Diselo ma', que tu ta' puesta pa' mi
Como yo estoy dispuesto pa ti
Son dos loco en el mundo
Desde el segundo en que te conocí
Diselo ma', que tu ta' puesta pa' mi
Como yo estoy dispuesto pa ti
Son dos loco en el mundo
Desde el segundo en que te conocí

Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende
Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende

Un amor de Klonopin, de Xanax, de comprar en Sax
Los contrato de los show siguen llegando por fax
Y mientras la cuenta sature y la plata me dure
Los doctores no encuentran la medicina que me cure
Yo tu loco y tu mi loca, aquí nadie se equivoca
Aquí no hay mentiras en la boca
Borro cinta pero no se me ve en la inta
Me enamore desde que vi tu foto en Insta
Yo te llamo, peleamos, siempre arreglamos
Es un amor de manicomio lo que ambos llevamos
Indique, antes de que me diagnostique
Y otro caso me formulen o me lo fabrique

Diselo ma', que tu ta' puesta pa' mi
Como yo estoy dispuesto pa ti
Son dos loco en el mundo
Desde el segundo en que te conocí
Diselo ma', que tu ta' puesta pa' mi
Como yo estoy dispuesto pa ti
Son dos loco en el mundo
Desde el segundo en que te conocí

Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende
Un amor de manicomio
De los que me causa insomnio
De los que nadie comprende
Pero entre tu y yo se entiende

Rottweilas Inc
Y El Princi
Mami, yo no te soporto
Pero no puedo vivir sin ti
El Mueka
Echo
Montana
Fran Fusion
Yo Jaime
Warner Music"
DesaKTa2,La Diabla,6PaIQ2qR59qiqXgjeTFwJA,"(La nena se arrebata, 'bata cuando fuma mata
Sé que quieres que domine
Mira como gata, como diabla se desata
Y yo el que en la cama la maltrata)
Sé que quieres que domine tu cuerpo
Tengo el presentimiento
Mala mía si soy muy directo porque

Voy de casería
Puesto pa' la satería
Con lo' retro y motoras prendidas
De party con las fugitivas
Voy de casería
Puesto pa' la satería
Con lo' retro' y motoras prendidas
De party con las fugitivas
Voy de casería
Puеsto pa' la satería
Con lo' retro y motoras prendidas
Dе party con las fugitivas

Dice man
Se llegan la' doce e'tá borracha ('Tá, 'tá borracha)
Ando loco por esa muchacha (Por esa muchacha)
Dice que se pasó con la Buchanan's
Ella quiere hacerlo si fumamo' marihuana
La nena se arrebata, 'bata
Cuando fuma mata
Y una cintura que mata
Como perra a cuatro pata'
Pero mira como gata, como diabla se desata
Y yo el que en la cama la maltrata
Shorty, dame la hora de llegada
Perfecta para una coartada
Pero el otro fin de semana
Si quiere' también trae a tu hermana
O a tu amiguita, Juliana
Pa' que matemo' la' ganas
Shorty, dame la hora de llegada
Perfecta para una coartada
Pero el otro fin de semana
Si quiere' también trae a tu hermana
O a tu amiguita, Juliana
Pa' que matemo' la' ganas

Voy de casería
Puesto pa' la satería
Con lo' retro y motoras prendidas
De party con las fugitivas
Voy de casería
Puesto pa' la satería
Con lo' retro y motoras prendidas
De party con las fugitivas

No va ni media hora después de que te comí
Y así aprendí que no puedes vivir sin mí
Porque llama, llama
Que me quiere en su cama
Prendemos uno y no te vas hasta mañana
No puedo olvidar la primera vez
Que se lo hice mejor que su ex (No)
Es un pendejo al lado tuyo
Te mata el orgullo
Pero no soy tuyo
Y tú eres mía, bebé
No puedo olvidar la primera vez
Que se lo hice mejor que su ex (No)
Es un pendejo al lado tuyo
Te mata el orgullo
Pero no soy tuyo
Y tú eres mía, bebé
Ella se arrebata, 'bata
Cuando fuma mata, mata
(Y si te prendes me quemo contigo, bebé)
Ella se arrebata, 'bata, 'bata
(Y si te prendes me quemo contigo, bebé)

Voy de casería
Puesto pa' la satería
Con lo' retro y motoras prendidas
De party con las fugitivas
Vo', vo', voy de casería
Puesto pa' la satería
Con lo' retro y motora prendida
De party con las fugitivas

(Dice man, ey, dice man
Sé que quieres que domine)"
Bad Bunny,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,"Yeh-yeh-yeh-yeh-yeh
Yeh-yeh-yeh-yeh
Yeh-yeh-yeh-yeh-yeh
Yeh

No sé si tu boca está besando a otra
En estos momentos, en estos momentos
Y no sé si tus ojos ya se olvidaron de mí
Y los pensamientos se fueron con el tiempo

Y me pregunto qué hubiera pasado
Si estuviésemos juntos, aún enamorados
Y me pregunto qué hubiera pasado
Si estuviésemos juntos, aún enamorados
Yeh-yeh

Todavía yo te espero
Aunque yo sé que tú no vas a volver
Todavía yo te quiero
Aunque yo sé que eso me puede joder
Y tengo tu foto guardá'
Tú y yo bailando cuando éramo' menore' de edad
Te digo la verda'
Te extraño el 14 y en la Navidad
Y lo' polvo' en la parte posterior
Del carro pa' los tiempo' en la superior
Siempre dejaba ropa interior
Cada polvo mejor que el anterior
Pero no como el primero
Tú sabe' que ese no se va a borrar
Ahora me paso en el putero, yeh
A otra persona no he podido amar
Y te juro que lo he trata'o
Pero es que ninguna se te para al la'o
Desde que te fuiste sigo trastorna'o
Escuchando Masterpiece, baby, me siento down
Si no tengo de tu piel, down
Deuces de Ñengo y De La, no la de Chris Brown
El cerebro dando vuelta', lo tengo marea'o
Cada cual por su la'o, yeh-eh

Y me pregunto qué hubiera pasado
Si estuviésemos juntos, aún enamorados
Y me pregunto qué hubiera pasado
Si estuviésemos juntos, aún enamorados
Yeh"
"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",4dLLdfiniBhDP9dlJQIOi4,"Supérame, olvídame
Y piensa que solamente fue un sueño lo que viviste conmigo
Ubícate
Que ya no habrán más página' de la mejor historia que has leído
Ya con eso me despido
Porfa, mejor no me llames
No te quiero ni de amigo

Perdonarte, ¿para qué? ¿Para que vuelvas a fallarme otra vez?
No, muchas gracias, ese chiste ya no me hace gracia
Se te hizo tarde, bebé, tanto que te lo avisé
Pеro no quisiste oír y ya el avión se tе fue
Perdonarte, ¿para qué? ¿Para que vuelvas a fallarme otra vez?
No, muchas gracias, ese chiste ya no me hace gracia
Se te hizo tarde, bebé, tanto que te lo avisé
Pero no quisiste oír y ya el avión se te fue

Ay, se te fue

Los Ángeles Azules y Emilia

Supérame, olvídame
Y piensa que solamente fue un sueño lo que viviste conmigo
Ubícate
Que ya no habrán más página' de la mejor historia que has leído
Ya con eso me despido (Me despido)
Porfa, mejor no me llames (No me llames)
No te quiero ni de amigo

Perdonarte, ¿para qué? ¿Para que vuelvas a fallarme otra vez?
No, muchas gracias (Gracias), ese chiste ya no me hace gracia (Gracia)
Se te hizo tarde, bebé, tanto que te lo avisé
Pero no quisiste oír y ya el avión se te fue
Perdonarte, ¿para qué? ¿Para que vuelvas a fallarme otra vez?
No, muchas gracias (Gracias), ese chiste ya no me hace gracia (Gracia)
Se te hizo tarde, bebé, tanto que te lo avisé
Pero no quisiste oír y ya el avión se te fue

Ay, se te fue

De Iztapalapa para la Argentina
Y de la Argentina para México"
"Eugenia Quevedo, La banda de Carlitos",Como Lo Hizo? - En Vivo,3KAdpFK7rveKAAwpgjwhNn,"Hoy me sorprendí y me golpe de frente con la realidad
Al enterarme de lo que hubo entre el yo yo jamas fue la verdad
Yo me que lleve el más lindo recuerdo de su amor
Pasaba el tiempo y siempre a Dios le pregunte ¿Por que se terminó?
Y ahora lo entiendo
Era que habia una persona al mismo tiempo en su vida, era su vida
Al final yo nunca fui protagonista en su historia
Él escribia mi libreto a su antojo escribia con mi vida
Dios como pudo enrredar en su mundo a dos personas
Cómo lo hizo si siempre estaba conmigo
Cómo lo hizo si era mio a cada instante
Cómo lo hizo sin sospechas sin testigos
En que momento el me convirtio en su amante
Cómo lo hizo me preguntan los amigos
Cómo lo hizo y nada puedo contestarles
Cómo lo hizo sin sospechas sin testigos
En que momento él me convirtio en su amante
Y no puedo entender si él la amaba o si jugaba con su amor
Yo al no saber también le dí mi corazón, también me enamoré
Yo todo lo entiendo
Dios como pudo moverse entre tantas mentiras, mil mentiras
Ella nada de esto imagina y la hizo su señora
Y al mismo tiempo un libreto a su antojo escribia con mi vida
Dios como pudo enrredar en su mundo a dos, dos personas
Cómo lo hizo si siempre estaba conmigo
Cómo lo hizo si era mio a cada instante
Cómo lo hizo sin sospechas sin testigos
En que momento el me convirtio en su amante
Cómo lo hizo me preguntan los amigos
Cómo lo hizo y nada puedo contestarles
Cómo lo hizo sin sospechas sin testigos
En que momento él me convirtio en su amante
Yo no sé, yo no se
Cómo lo hizo me preguntan los amigos
Cómo lo hizo y nada puedo contestarles
Cómo lo hizo sin sospechas sin testigos
En que momento él me convirtio en su amante
Yo no sé como lo hizo, Angie
Solo sé que me dejo
...
Sé que no quieres hablar
Ni siquiera comentarme
No sientas que me haces daño
No creo que seas cobarde
Sé que lo bueno dura poco
Sé que te sientes encerrado como un loco
Pero porque no hablaste
Ahora es más grande el dolor
No podrás amarla, no podrás besarla
Cuando este con ella algo te hará falta
Sentiras mi aliento frío por tu espalda
Ojala tus manos mueran al tocarla
No podrás amarla, no podras besarla
Cuando estes con ella algo te hara falta
Morderas tus labios, sangraran de rabia
Solo tendras culpas negras en el alma
No recibiras nada al abrazarla
Porque no podras hacerle el amor
Sé que no quieres hablar
Ni siquiera comentarme
No sientas que me haces daño
No creo que seas cobarde
Sé que lo bueno dura poco
Sé que te sientes encerrado como un loco
Pero porque no hablaste
Ahora es más grande el dolor
No podrás amarla, no podrás besarla
Cuando este con ella algo te hará falta
Sentiras mi aliento frío por tu espalda
Ojala tus manos mueran al tocarla
No podrás amarla, no podras besarla
Cuando estes con ella algo te hara falta
Morderas tus labios, sangraran de rabia
Solo tendras culpas negras en el alma
No recibiras nada al abrazarla
Porque no podras hacerle el amor
Y así como escuchaste
No podrás amarla, no podrás besarla
Y mucho menos hacerle el amor
Sé que no quieres hablar
Ni siquiera comentarme
No sientas que me haces daño
No creo que seas cobarde
Sé que lo bueno dura poco
Sé que te sientes encerrado como un loco
Pero porque no hablaste
Ahora es más grande el dolor
No podrás amarla, no podrás besarla
Cuando este con ella algo te hará falta
Sentiras mi aliento frío por tu espalda
Ojala tus manos mueran al tocarla
No podrás amarla, no podras besarla
Cuando estes con ella algo te hara falta
Morderas tus labios, sangraran de rabia
Solo tendras culpas negras en el alma
No recibiras nada al abrazarla
Porque no podras hacerle el amor"
Soda Stereo,De Música Ligera - Remasterizado 2007,2WD9ggmpZE7Wodh3qVVCgg,
"Cosculluela, Bad Bunny",Madura,5n2XTRsYFlZwNBp06KAjDX,"Yeh-yeh-yeh

Me paso todo el día pensando en ti
Es que tu recuerdo no me deja vivir
Y cuando cae la noche
Suena el celu, y como de costumbre, lo contesto
Aunque tú y yo muy bien sabemo'
Que lo que estamo' haciendo está incorrecto

Pero tú 'tás grande, 'tás madura (Wuh)
Pasan los año' y te pone' más dura (Prru)
Baby, cómo te cura', yeh-eh
Mientra' me tortura', yeh
Pero tú 'tás grande, 'tás madura
Pasan los año' y te pone' más dura
Baby, cómo te cura', yeh
Mientra' me tortura', yeh (Prr-prr, prr, grr)

Esta gente me preguntan que si es media maniática (Oh)
Métele bellaco, bo, que eso e' una máquina
El pelo rubio que aguanta cualquier diluvio (Hah, prr)
De Asia, eso no es tinte de farmacia (Jaja; nope)
Trabaja porque ella donde apunta, encaja (Grr; ¡zah!)
Y to' eso que tú tiene', mami, huele a nuevo 'e caja (Wuh)
Cero milla', un novio, pero ya es obvio
Que desde que me vio se le derritió to' el rollo (Ojo)
La vida descuadrá', ella no bebe Madra (Hah)
A ella le gusta el rosé en la Mercedes cuadrá'
La chamaquita no quiere ahorita, ella me pide ahora
Y 'tá roncando 'e señorita (Rrra, ah-ah)
Esta chamaquita no se limita
Ella se cree señora y conmigo se las desquita (Oye, que; ¡prru!)

Pero tú 'tás grande, 'tás madura (Wuh)
Pasan los año' y te pone' más dura (Prru)
Baby, cómo te cura', yeh-eh
Mientra' me tortura', yeh
Pero tú 'tás grande, 'tás madura
Pasan los año' y te pone' más dura
Baby, cómo te cura', yeh
Mientra' me tortura', yeh (Yeh-yeh-yeh-yeh)

La baby le mete al kush (Wuh), pero hoy quiere wax (Hah)
Conmigo se viene cuando tú te vas (Wuh)
Pa' hacerte venir yo tengo el fast pass (Pass)
Hoy te lo vo'a meter dentro de la G-Class (Ah-ah-ah-ah; rrra)
Yo sé que e' otra onda, aparte del Honda
No me meto redonda (No), a ti te doy con to'a la tonga
Natural y Roberto Cavalli
A vece' las pali, pero casi siempre kush de Cali (¡Hah!)
Ma, yo nunca voy a borrar nuestra primera vez
Yo soy todo tuyo, pero tú nunca me crees
Te compré to' Gucci, baby, pa'l carajo Guess
Bad Bunny, baby, bebé (Prr)

Pero tú 'tás grande, 'tás madura
Pasan los año' y te pones más dura
Baby, cómo te cura', uh-uh (Rrrá)
Mientra' me tortura', uh-uh (Ah-ah-ah-ah-ah-ah)
Pero tú 'tás grande, 'tás madura (Prr)
Pasan los año' y te pones más dura
Baby, cómo te cura' (Baby), yeh
Mientra' me tortura'

Bad Bunny, baby, bebé
Bad Bunny, baby, bebé-bé
En esta andamo' con el Bad
Mothafuckin' Bunny
Dímelo, Oreo (Prru)
Cha-Cha-Champion Sound
Hear This Music (Rrre-che-chen)
Alex Ki
El Mueka
Yeh-yeh, yeh-yeh"
"Indio Solari, Los Fundamentalistas del Aire Acondicionado",Había una Vez...,3ayHT7okY784fCWMYDbspt,"Seré heraldo de buenas noticias
Solo si te quedás un rato más
Los espíritus soplan si quieren
(¡Y vos que recién te enterás!)
Tarde, otra vez, mi amor...

¡Sigo siendo el mismo de siempre
Y te aburre mi voz!
Llega el adiós...
Vengo cínico, fóbico, crudo, hervido
Y asado por vos
Va a despejar, mi amor

Hay tantas partes tan lindas
Sin tu traición
El mundo sigue girando
Aún sin tu amor

Voy enfrentando tu sinceridad
Vuelvo a sentirme extraño si me consolás

Borraremos los rastros
Las noches con más penas de bar
Sin recordar que hubo un tiempo
En que toda impaciencia
Era gracia para poder reír
Y festejar de amor

Con el rostro gustoso
Sin máscara que tape
El mohín de tu desdén
Con los puños en alto
Deseando, al final, hacer la revolución
Con una canción de amor

Hay tantas partes tan lindas
Sin tu traición
El mundo sigue girando
Aún sin tu amor"
Mancha De Rolando,Arde la Ciudad,3SyKG06yOK3omo29EwZ8dP,"Tu equipo volvió a ganar
Te prendieron mil bengalas hoy
La banda grita tu nombre y ves
Como la popular se va a caer
Pero tu estrella no esta más
Se la llevo la mañana
Arde la ciudad
Llueve en tu mirada gris
La gente festeja y vuelve a reír
Pero este carnaval
Hoy no te deja dormir
Mires donde mires ella esta ahí
Tu vida siempre fue así
Te da y te quita por nada
Y aunque estés solo, sin corazón
Ahora tenes que seguir la función
Es una fiesta, algo de hoy
Donde se junta la hinchada
Arde la ciudad
Llueve en tu mirada gris
La gente festeja y vuelve a reír
Pero este carnaval
Hoy no te deja dormir
Mires donde mires ella esta ahí
Es una fiesta, algo de hoy
Donde se junta la hinchada
Arde la ciudad
Llueve en tu mirada gris
La gente festeja y vuelve a reír
Pero este carnaval
Hoy no te deja dormir
Mires donde mires ella esta ahí
Arde la ciudad
Llueve en tu mirada gris
La gente festeja y vuelve a reír
Pero este carnaval
Hoy no te deja dormir
Mires donde mires ella esta ahí"
"J Balvin, Bad Bunny",QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,"Uah, uh-uh
Uah
Yeah, yeah, yeah, yeah (Uh-uh)

Ahora quiere' volver (Ahora quieres volver, yeah)
Por qué razón, dime para qué (Para qué, para qué)
Ya no te presto atención (Ninguna)
Desde hace tiempo le puse punto final (Sí)

¿Qué pretendes tú llamándome a esta hora? (Yeah, hora)
Esa actitud la conozco ya (Yeah-yeah-yeah)
Sabes qué hacer muy bien para envolverme (Envolverme)
Pero esta vez es muy tarde ya (Uah, oh-oh-oh)

Estas no son horas de llamar (No)
Al meno' que me lo quiera' mamar
Que quiera' prender, que quiera' quemar (Uh-huh)
Hablando claro ya tú me cae' hasta mal (Ja)
Por ti me metí pastilla' y me fui de over flow Lamar (Woh)
Pero tú no ere' una Kardashian (No)
Contigo no me tiro, porque si no las Retro se me embachan
De Snapchat te borré, de Facebook te borré
De Instagram te borré, de mi vida te borré (¡Plo!)

Y ahora quiere' volver (¡Nah!)
Nah, tú lo que quiere' e' joder (¡Wuh!)
Pero no se va a poder (Fuck you)
Me va' a ver con otra y te va' a morder (Uh)
Y ahora quiere' volver
Nah, tú lo que quiere' e' joder
Pero no se va a poder
Me va' a ver con otra y te va' a morder (¡Nah!)

¿Qué pretendes tú llamándome a esta hora? (Ey)
Esa actitud la conozco ya
Sabes qué hacer muy bien para envolverme
Pero esta vez es muy tarde ya
Yeah-yeah-yeah-yeah-yeah-yeah

Intentas hacerlo todo para que yo vuelva
Las cosas no son iguales, ¿para qué insistir?
Evita molestias y tu tiempo no pierdas
Conmigo no encuentras nada
A escondidas vives chequeando las fotos
Investigando mi perfil
No lo niegues, bien te conozco

Todo lo que tú hiciste conmigo
Quiere' repetirlo
Anda buscando más
Y a mí eso me da igual
Todo lo que tú hiciste conmigo
Quiere' repetirlo
Anda buscando más
Y a mí eso me da igual

¿Qué pretendes tú llamándome a esta hora? (Yeah, hora)
Esa actitud la conozco ya (Yeah-yeah-yeah)
Sabes qué hacer muy bien para envolverme (Envolverme)
Pero esta vez es muy tarde ya (Uah, oh-oh-oh)
¿Qué pretendes tú llamándome a esta hora? (Ey)
Esa actitud la conozco ya
Sabes qué hacer muy bien para envolverme
Pero esta vez es muy tarde ya
Yeah-yeah-yeah-yeah-yeah-yeah

Sky Rompiendo
Yeah, yeah, yeah, yeah
Rompiendo el Bajo
Bad Bunny, baby-be-be-bebé-bebé, bebé
J Balvin
Leggo'
J Balvin
Bad Bunny
Oasis
Oasis, baby
Esta va pa' ti"
"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),6NSMQFKgjpQb0KkjMDYIK0,"1. Piso 21 & Paulo Londra — Te Amo
2. Lalo Ebratt & Trapical — Mocca
3. J Balvin — Bobo
4. Canserbero — Querer Querernos
5. Danny Ocean — Dembow
6. Paulo Londra — Party en el Barrio (ft. Duki)
7. Duki — Rockstar
8. Bad Bunny — Otra Noche en Miami
9. Bizarrap & Tiago PZK — Tiago PZK: Bzrp Music Sessions, Vol. 48
10. J Balvin, Dua Lipa, Bad Bunny & Tainy — UN DIA (ONE DAY)
11. Kenny Man — Ni Gucci Ni Prada
12. Residente & Bad Bunny — Bellacoso
13. DUKI — GIVENCHY
14. Micro TDH — Cafuné
15. Bomba Estéreo — To My Love (Tainy Remix)
16. Canserbero — C'est La Mort
17. Bad Bunny & The Marías — Otro Atardecer
18. Bizarrap & Villano Antillano — Villano Antillano: Bzrp Music Sessions, Vol. 51
19. Canserbero & Afromak — De la Vida Como Pelicula, Tragedia, Comedia y Ficción
20. La Vagancia — Se Prendió la Fiesta
21. Bizarrap & Residente — Residеnte: Bzrp Music Sessions, Vol. 49
22. Chaucha Kings — Canelazo
23. Bad Bunny — Un Coco
24. Nicky Jam, Arcángеl & J Balvin — Travesuras (Remix) (ft. Zion & De La Ghetto)
25. Bad Bunny — Como Antes
26. Trueno — FEEL ME??
27. Canserbero — Maquiavélico
28. Bad Bunny — BOOKER T
29. Bad Bunny — La Romana FT El Alfa (ft. El Alfa)
30. WOS — CANGURO
31. Enrique Iglesias — DUELE EL CORAZON (ft. Wisin)
32. Daddy Yankee & Canserbero — Salud y Vida (Remix Edit)
33. Keyblade — Pennywise (Clásico) vs Pennywise (Moderno) - Épicas Batallas De Rap Del Frikismo
34. Bad Bunny, Duki & Pablo Chill-E — Hablamos Mañana
35. Bad Bunny — Está Rico (ft. Marc Anthony & Will Smith)
36. Romeo Santos — Imitadora (Drill Remix)
37. Canserbero — Es Épico
38. Bizarrap & Alemán — Alemán: Bzrp Music Sessions, Vol. 15
39. Maluma — Borro Cassette (Slowed)
40. Residente — René
41. Arcángel & Bad Bunny — Tu No Vive Asi (ft. Mambo Kingz & DJ Luian)
42. Zion & Lennox — Otra Vez (ft. J Balvin)
43. Bizarrap & L-Gante — Bzrp Music Sessions, Vol. 38"
"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,2beS6dD5rovBxSA1zYoSHR,"(She's acting like she doesn't know me
But in my bed she became an addiction like the 5-12)
(Yeh-yeh-yeh-yeh; do you follow?)
She never lets herself be seen (She never lets herself be seen; ¡no!)
She knows how to cover it up (She knows how to cover it up)
She has a relationship and it's going well
But at night with me, she likes to misbehave (Wuh-huh!)
She comes and what she wants to do is sin, eh (Ayy)
She's ready to get horny, eh (The pressure)
I don't stop her, and sometimes she looks around weirdly (Rrra!)

She's acting like she doesn't know me (Like she doesn't know me; no, no, no)
But in my bed she became an addiction like the 5-12 (Like the 5-12)
I eat her out fully and no one is finding out
A couple of friends (A couple of friends; wuh-huh)
All single, they always watch over her so that she keeps going (She keeps)
She's acting like she doesn't know me (Like she doesn't know me)
But in my bed she became an addiction like the 5-12 (Like the 5-12)
We make love fully and no one is finding out
A couple of friends (Are you following me?)
All single, they always watch over her so that she keeps going

Huh-huh, eh
If looks could kill, yours made me love (Eh)
You look like you're high
She kills with a dress and when she dresses for sports (Wuh)
She has the booty XL, but she uses small panties
Some that can't take her pressure and they have her blocked, eh
A couple of psychos, stalked (Eh)
She doesn't hang in the streets, but she's backed (No)
The girl is really hot, I think she's hacked (Eh), eh
Tiny but huge, good grades at college, eh
A good girl, it shows (Eh, eh), but the high explodes her and (Ayy)

She's acting like she doesn't know me (Like she doesn't know me; no, no, no)
But in my bed, I gave it to her on all fours and in all the positions (In all the positions), eh
I eat her out fully, no one is finding out
With a couple of friends (With a couple of friends; wuh-huh)
All single, they always watch over her so that she keeps going (So that she keeps going; eh, eh-eh, eh)
She's acting like she doesn't know me (Like she doesn't know me; no, no, no)
But in my bed she became an addiction like the 5-12 (Like the 5-12)
I eat her out fully and no one is finding out, a couple of friends (Come on)
All single, they always watch over her so that she keeps going
(So that she keeps going; do you follow?)

She calls me so that I can try her and (Yah)
When I touch her, that rains over there (-ns over there)
She got dressed and I undressed her (Yes)
She never says: ""No"", she always says: ""Yes"" (Wuh)
When she wants to dance, the dembow whips her (What?)
She goes crazy
What she wants to do is her hair (Wuh), and fix herself up (Wuh)
She comes to the club to let herself loose (Ah)
Whether she knows me, she says: ""No"", but she knows well that she does
She mixes it with alcohol, like when I gave it to her
In all the positions, they ask and she says: ""I don't know""
On contacts she has ""José"", and always after 11 or 12 o'clock

She hits me up so that I can try her
She makes herself fragrant and I like how it smells (How it smells)
Private Instagram so that no one watches over her
She got pretty because she knows that today is for drinking
Misbehave to feel good (Good)
She didn't want to smoke but she hit the pen (Yes)
A Barbie, but she's not looking for a Ken (No)
I always go over when she says: ""Come""
To behave badly she dresses well (Well)
She tells the truth and sometimes she lies too
Turn off the notifications on the phone
She has a relationship, but today she wants to fuck

I gave it to her on the expre-ss
I filled her neck with kiss-es
I did time as a pris-oner
If you see her, don't talk to her about th-at, because

She's acting like she doesn't know me (Like she doesn't know me)
But in my bed she became an addiction like the 5-12 (Like the 5-12)
I eat her out fully and no one is finding out
A couple of friends (A couple of friends)
All single, they always watch over her so that she keeps going (She keeps; ah, ah, ah)
She's acting like she doesn't know me (Like she doesn't know me)
But in my bed she became an addiction like the 5-12 (Like the 5-12)
I eat her out fully, no one is finding out
A couple of friends (A couple of friends)
All single, they always watch over her so that she keeps going
(So that she keeps going; are you following me?)

(J Balvin, man; eh)
Yo, what's up Balvin?
Bad Bunny
Latino gang
Do you follow?
The pressure
Jhayco, Jhay Cortez
Jhayco, Jhay Cortez, eh (Oasis team)
Bad Bunny (Eh)
Nothing, nothing, nothing, Bad Bunny and J Balvin
(Yeh-yeh-yeh-yeh
Bad Bunny, baby-baby)
(Jhay Cortez)
Nothing, it's not going to be you guys (Bad Bunny, baby-baby, eh-eh-eh)
Do you follow me or are do you not follow yet?
I think that you do
If Mvsis plays a beat like this again, I'll go hard on it again, what happened? Haha
Oasis, Oasis
The trinity"
"Max Carra, Lira",VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo,6il9B9hrZPNpXei57XM1Sv,
