title,artist,region,language,topic,topic_probability,dominant_emotion,emotion_anger,emotion_neutral,emotion_joy,emotion_fear,emotion_disgust,emotion_sadness,emotion_surprise
慢冷,Fish Leong,Taiwan,zh,2,,neutral,0.0,0.44790029525756836,0.0,0.0,0.0,0.0,0.0
Rich Man,aespa,Taiwan,en,10,,joy,0.0,0.0,0.8138721883296967,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,USA,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,USA,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,USA,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",USA,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",USA,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",USA,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
Choosin' Texas,Ella Langley,USA,en,14,,sadness,0.0,0.21713010966777802,0.0,0.0,0.0,0.48314350843429565,0.0
Choosin' Texas,Ella Langley,USA,en,14,,sadness,0.0,0.21713010966777802,0.0,0.0,0.0,0.48314350843429565,0.0
I Just Might,Bruno Mars,USA,en,14,,sadness,0.0,0.0,0.16820492347081503,0.0,0.0,0.5228241682052612,0.0
I Just Might,Bruno Mars,USA,en,14,,sadness,0.0,0.0,0.16820492347081503,0.0,0.0,0.5228241682052612,0.0
DtMF,Bad Bunny,USA,es,19,,neutral,0.14421416322390238,0.2856918176015218,0.0,0.0,0.0,0.0,0.0
DtMF,Bad Bunny,USA,es,19,,neutral,0.14421416322390238,0.2856918176015218,0.0,0.0,0.0,0.0,0.0
DtMF,Bad Bunny,USA,es,19,,neutral,0.14421416322390238,0.2856918176015218,0.0,0.0,0.0,0.0,0.0
Man I Need,Olivia Dean,USA,en,-1,,fear,0.0,0.1951428254445394,0.0,0.31180475155512494,0.0,0.0,0.19335283835728964
Man I Need,Olivia Dean,USA,en,-1,,fear,0.0,0.1951428254445394,0.0,0.31180475155512494,0.0,0.0,0.19335283835728964
Babydoll,Dominic Fike,USA,en,24,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.5096461176872253
Babydoll,Dominic Fike,USA,en,24,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.5096461176872253
E85,Don Toliver,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.6912108063697815,0.0
E85,Don Toliver,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.6912108063697815,0.0
So Easy (To Fall In Love),Olivia Dean,USA,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
So Easy (To Fall In Love),Olivia Dean,USA,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
So Easy (To Fall In Love),Olivia Dean,USA,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
BAILE INoLVIDABLE,Bad Bunny,USA,es,27,,fear,0.0989420215288798,0.1663496990998586,0.0,0.25771180788675946,0.0,0.0,0.0
BAILE INoLVIDABLE,Bad Bunny,USA,es,27,,fear,0.0989420215288798,0.1663496990998586,0.0,0.25771180788675946,0.0,0.0,0.0
BAILE INoLVIDABLE,Bad Bunny,USA,es,27,,fear,0.0989420215288798,0.1663496990998586,0.0,0.25771180788675946,0.0,0.0,0.0
Tití Me Preguntó,Bad Bunny,USA,es,12,,neutral,0.0,0.29594669739405316,0.0,0.0,0.0,0.265002965927124,0.0
Tití Me Preguntó,Bad Bunny,USA,es,12,,neutral,0.0,0.29594669739405316,0.0,0.0,0.0,0.265002965927124,0.0
NUEVAYoL,Bad Bunny,USA,es,29,,neutral,0.0,0.3654826283454895,0.10342777768770854,0.0,0.0,0.0,0.0
NUEVAYoL,Bad Bunny,USA,es,29,,neutral,0.0,0.3654826283454895,0.10342777768770854,0.0,0.0,0.0,0.0
NUEVAYoL,Bad Bunny,USA,es,29,,neutral,0.0,0.3654826283454895,0.10342777768770854,0.0,0.0,0.0,0.0
Cha Cha Cha,Bruno Mars,USA,en,23,,fear,0.0,0.0,0.0,0.45884495973587036,0.0,0.3133609890937805,0.0
Cha Cha Cha,Bruno Mars,USA,en,23,,fear,0.0,0.0,0.0,0.45884495973587036,0.0,0.3133609890937805,0.0
End of Beginning,Djo,USA,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
End of Beginning,Djo,USA,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
End of Beginning,Djo,USA,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
Body,Don Toliver,USA,en,11,,sadness,0.0,0.0,0.0,0.0,0.0,0.30953840414683026,0.21614831686019897
Body,Don Toliver,USA,en,11,,sadness,0.0,0.0,0.0,0.0,0.0,0.30953840414683026,0.21614831686019897
God Was Showing Off,Bruno Mars,USA,en,0,,surprise,0.0,0.0,0.16952796777089438,0.0,0.0,0.0,0.2780621647834778
God Was Showing Off,Bruno Mars,USA,en,0,,surprise,0.0,0.0,0.16952796777089438,0.0,0.0,0.0,0.2780621647834778
FEVER DREAM,Alex Warren,USA,en,22,,sadness,0.0,0.0,0.0,0.34746432304382324,0.0,0.45831558108329773,0.0
FEVER DREAM,Alex Warren,USA,en,22,,sadness,0.0,0.0,0.0,0.34746432304382324,0.0,0.45831558108329773,0.0
Ordinary,Alex Warren,USA,en,0,,anger,0.29649028182029724,0.0,0.0,0.0,0.0,0.0,0.24476021528244019
Ordinary,Alex Warren,USA,en,0,,anger,0.29649028182029724,0.0,0.0,0.0,0.0,0.0,0.24476021528244019
EoO,Bad Bunny,USA,es,25,,neutral,0.0,0.48366352915763855,0.0,0.0,0.0,0.0,0.0
EoO,Bad Bunny,USA,es,25,,neutral,0.0,0.48366352915763855,0.0,0.0,0.0,0.0,0.0
EoO,Bad Bunny,USA,es,25,,neutral,0.0,0.48366352915763855,0.0,0.0,0.0,0.0,0.0
iloveitiloveitiloveit,Bella Kay,USA,en,3,,surprise,0.0,0.0,0.09911864002545674,0.0,0.0,0.18470684687296549,0.1902106006940206
iloveitiloveitiloveit,Bella Kay,USA,en,3,,surprise,0.0,0.0,0.09911864002545674,0.0,0.0,0.18470684687296549,0.1902106006940206
Mr. Brightside,The Killers,USA,en,5,,sadness,0.0,0.0,0.19079935550689697,0.0,0.0,0.26432082056999207,0.0
Mr. Brightside,The Killers,USA,en,5,,sadness,0.0,0.0,0.19079935550689697,0.0,0.0,0.26432082056999207,0.0
Homewrecker,sombr,USA,en,4,,sadness,0.0,0.0,0.0,0.0,0.0,0.7105556130409241,0.0
Homewrecker,sombr,USA,en,4,,sadness,0.0,0.0,0.0,0.0,0.0,0.7105556130409241,0.0
back to friends,sombr,USA,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
back to friends,sombr,USA,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
back to friends,sombr,USA,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",USA,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",USA,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",USA,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
The Fate of Ophelia,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
The Fate of Ophelia,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
The Fate of Ophelia,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
Dreams - 2004 Remaster,Fleetwood Mac,USA,it,9,,sadness,0.0,0.0,0.0,0.09847371776898702,0.0,0.5054911573727926,0.0
Dreams - 2004 Remaster,Fleetwood Mac,USA,it,9,,sadness,0.0,0.0,0.0,0.09847371776898702,0.0,0.5054911573727926,0.0
Why You Wanna Fight?,Bruno Mars,USA,en,-1,,sadness,0.0,0.0,0.0,0.0,0.0,0.6954692304134369,0.0
Why You Wanna Fight?,Bruno Mars,USA,en,-1,,sadness,0.0,0.0,0.0,0.0,0.0,0.6954692304134369,0.0
Be Her,Ella Langley,USA,en,5,,sadness,0.0,0.0,0.0,0.0,0.0,0.946839451789856,0.0
weren't for the wind,Ella Langley,USA,en,3,,surprise,0.0,0.2300357073545456,0.0,0.0,0.0,0.0,0.2759154438972473
Dance With Me,Bruno Mars,USA,en,8,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.35970214009284973
Dance With Me,Bruno Mars,USA,en,8,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.35970214009284973
Be By You,Luke Combs,USA,en,4,,joy,0.0,0.23173828423023224,0.289608895778656,0.0,0.0,0.0,0.0
I Got Better,Morgan Wallen,USA,en,0,,joy,0.0,0.0,0.46943601965904236,0.0,0.0,0.0,0.0
WHERE IS MY HUSBAND!,RAYE,USA,en,-1,,fear,0.0,0.0,0.0,0.3088373616337776,0.0,0.0,0.23078563064336777
WHERE IS MY HUSBAND!,RAYE,USA,en,-1,,fear,0.0,0.0,0.0,0.3088373616337776,0.0,0.0,0.23078563064336777
On My Soul,Bruno Mars,USA,en,8,,sadness,0.0,0.0,0.0,0.0,0.0,0.4668457806110382,0.0
On My Soul,Bruno Mars,USA,en,8,,sadness,0.0,0.0,0.0,0.0,0.0,0.4668457806110382,0.0
Creep,Radiohead,USA,en,17,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6566457748413086
Creep,Radiohead,USA,en,17,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6566457748413086
Iris,The Goo Goo Dolls,USA,en,16,,sadness,0.0,0.0,0.0,0.0,0.0,0.6561304926872253,0.0
Iris,The Goo Goo Dolls,USA,en,16,,sadness,0.0,0.0,0.0,0.0,0.0,0.6561304926872253,0.0
What You Saying,Lil Uzi Vert,USA,en,23,,neutral,0.0,0.2377249002456665,0.14724978804588318,0.0,0.0,0.0,0.0
What You Saying,Lil Uzi Vert,USA,en,23,,neutral,0.0,0.2377249002456665,0.14724978804588318,0.0,0.0,0.0,0.0
Die On This Hill,SIENNA SPIRO,USA,en,21,,anger,0.4942407011985779,0.0,0.48665106296539307,0.0,0.0,0.0,0.0
Die On This Hill,SIENNA SPIRO,USA,en,21,,anger,0.4942407011985779,0.0,0.48665106296539307,0.0,0.0,0.0,0.0
Lush Life,Zara Larsson,USA,en,0,,sadness,0.20214885473251343,0.0,0.0,0.0,0.0,0.46192439397176105,0.0
Lush Life,Zara Larsson,USA,en,0,,sadness,0.20214885473251343,0.0,0.0,0.0,0.0,0.46192439397176105,0.0
505,Arctic Monkeys,USA,en,22,,fear,0.0,0.0,0.4581581950187683,0.4951002299785614,0.0,0.0,0.0
505,Arctic Monkeys,USA,en,22,,fear,0.0,0.0,0.4581581950187683,0.4951002299785614,0.0,0.0,0.0
Sweater Weather,The Neighbourhood,USA,en,15,,sadness,0.0,0.0,0.0,0.0,0.0,0.4454822540283203,0.0
Sweater Weather,The Neighbourhood,USA,en,15,,sadness,0.0,0.0,0.0,0.0,0.0,0.4454822540283203,0.0
Opalite,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,USA,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
The Great Divide,Noah Kahan,USA,en,15,,fear,0.2099791963895162,0.0,0.0,0.5474708676338196,0.0,0.0,0.0
I Thought I Saw Your Face Today,She & Him,USA,en,20,,sadness,0.0,0.0,0.0,0.0,0.0,0.4025292694568634,0.37009626626968384
I Thought I Saw Your Face Today,She & Him,USA,en,20,,sadness,0.0,0.0,0.0,0.0,0.0,0.4025292694568634,0.37009626626968384
No Pole,Don Toliver,USA,en,11,,neutral,0.10829436779022217,0.1581739882628123,0.0,0.0,0.0,0.0,0.15092459321022034
Something Serious,Bruno Mars,USA,en,8,,joy,0.0,0.0,0.2614903151988983,0.0,0.0,0.22222554683685303,0.0
12 to 12,sombr,USA,en,0,,sadness,0.0,0.0,0.0,0.2123883217573166,0.0,0.4937702715396881,0.0
12 to 12,sombr,USA,en,0,,sadness,0.0,0.0,0.0,0.2123883217573166,0.0,0.4937702715396881,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",USA,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",USA,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",USA,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Nothing Left,Bruno Mars,USA,en,20,,sadness,0.0,0.0,0.0,0.0,0.0,0.9098629057407379,0.0
White Keys,Dominic Fike,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.40054088830947876,0.26189127564430237
White Keys,Dominic Fike,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.40054088830947876,0.26189127564430237
No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",USA,en,9,,sadness,0.0,0.0,0.14868359764417013,0.1544941564400991,0.0,0.22004300355911255,0.13801743586858115
Hell At Night (feat. Ella Langley),"BigXthaPlug, Ella Langley",USA,en,14,,sadness,0.0,0.0,0.0,0.3148322105407715,0.0,0.3278778592745463,0.0
Broken Window Serenade,Whiskey Myers,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.7499730587005615,0.0
Headlines,Drake,USA,en,7,,sadness,0.06683847308158875,0.10888222853342693,0.0,0.0,0.0,0.1922536293665568,0.0
A Couple Minutes,Olivia Dean,USA,en,-1,,joy,0.0,0.19632486999034882,0.3767181634902954,0.0,0.0,0.0,0.0
Manchild,Sabrina Carpenter,USA,en,15,,anger,0.3371105492115021,0.0,0.0,0.0,0.0,0.0,0.23219959437847137
Manchild,Sabrina Carpenter,USA,en,15,,anger,0.3371105492115021,0.0,0.0,0.0,0.0,0.0,0.23219959437847137
That's What I Like,Bruno Mars,USA,en,11,,joy,0.0,0.0,0.5428837935129801,0.0,0.0,0.0,0.0
That's What I Like,Bruno Mars,USA,en,11,,joy,0.0,0.0,0.5428837935129801,0.0,0.0,0.0,0.0
The Spins,"Mac Miller, Empire Of The Sun",USA,en,11,,surprise,0.11637843648592631,0.0,0.10652860999107361,0.0,0.0,0.0,0.117281973361969
Love Me Not,Ravyn Lenae,USA,en,4,,sadness,0.0,0.0,0.0,0.0,0.0,0.8598646521568298,0.0
Love Me Not,Ravyn Lenae,USA,en,4,,sadness,0.0,0.0,0.0,0.0,0.0,0.8598646521568298,0.0
BIRDS OF A FEATHER,Billie Eilish,USA,en,3,,surprise,0.0,0.0,0.0,0.0,0.0,0.45399045944213867,0.49312734603881836
BIRDS OF A FEATHER,Billie Eilish,USA,en,3,,surprise,0.0,0.0,0.0,0.0,0.0,0.45399045944213867,0.49312734603881836
Sailor Song,Gigi Perez,USA,en,5,,anger,0.7488568425178528,0.0,0.0,0.0,0.0,0.0,0.0
Sailor Song,Gigi Perez,USA,en,5,,anger,0.7488568425178528,0.0,0.0,0.0,0.0,0.0,0.0
Earrings,Malcolm Todd,USA,en,20,,fear,0.0,0.0,0.0,0.4513995945453644,0.0,0.24387814104557037,0.0
No One Noticed,The Marías,USA,en,22,,sadness,0.0,0.0,0.19219689071178436,0.0,0.0,0.38067618012428284,0.0
No One Noticed,The Marías,USA,en,22,,sadness,0.0,0.0,0.19219689071178436,0.0,0.0,0.38067618012428284,0.0
4 Raws,EsDeeKid,USA,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.6572328309218088,0.0
Fame is a Gun,Addison Rae,USA,en,7,,joy,0.0,0.0,0.4573415517807007,0.0,0.0,0.25075089931488037,0.0
Fame is a Gun,Addison Rae,USA,en,7,,joy,0.0,0.0,0.4573415517807007,0.0,0.0,0.25075089931488037,0.0
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",USA,ja,2,,neutral,0.0,0.5018110871315002,0.0,0.0,0.0,0.0,0.0
Trap Queen,Fetty Wap,USA,en,11,,anger,0.22780741751194,0.0,0.21547813713550568,0.0,0.0,0.0,0.11926842480897903
The Less I Know The Better,Tame Impala,USA,en,4,,surprise,0.23000863194465637,0.0,0.0,0.0,0.0,0.0,0.35386037826538086
One Dance,"Drake, Wizkid, Kyla",USA,tr,18,,neutral,0.0,0.43560200929641724,0.0,0.0,0.0,0.0,0.0
One Dance,"Drake, Wizkid, Kyla",USA,tr,18,,neutral,0.0,0.43560200929641724,0.0,0.0,0.0,0.0,0.0
I'm The Problem,Morgan Wallen,USA,en,5,,anger,0.3206060826778412,0.0,0.0,0.0,0.16791991889476776,0.0,0.0
VOY A LLeVARTE PA PR,Bad Bunny,USA,es,12,,neutral,0.10704679290453593,0.23838509122530618,0.0,0.0,0.0,0.0,0.0
VOY A LLeVARTE PA PR,Bad Bunny,USA,es,12,,neutral,0.10704679290453593,0.23838509122530618,0.0,0.0,0.0,0.0,0.0
VOY A LLeVARTE PA PR,Bad Bunny,USA,es,12,,neutral,0.10704679290453593,0.23838509122530618,0.0,0.0,0.0,0.0,0.0
butterflies.,Brent Faiyaz,USA,en,20,,fear,0.0,0.0,0.23156031966209412,0.3019905984401703,0.0,0.0,0.0
Who Knows,Daniel Caesar,USA,en,16,,sadness,0.0,0.0,0.294624924659729,0.0,0.0,0.3693090081214905,0.0
Who Knows,Daniel Caesar,USA,en,16,,sadness,0.0,0.0,0.294624924659729,0.0,0.0,0.3693090081214905,0.0
"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",USA,en,9,,fear,0.06314396858215332,0.0,0.12960695723692575,0.2323723832766215,0.0,0.04378433028856913,0.0
"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",USA,en,9,,fear,0.06314396858215332,0.0,0.12960695723692575,0.2323723832766215,0.0,0.04378433028856913,0.0
No Role Modelz,J. Cole,USA,en,7,,sadness,0.11235630512237549,0.0,0.0,0.0,0.0,0.6197604298591614,0.0
Dracula,Tame Impala,USA,en,0,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6652417480945587
Beautiful Things,Benson Boone,USA,en,20,,fear,0.0,0.0,0.0,0.4970416724681854,0.0,0.44497886300086975,0.0
Beautiful Things,Benson Boone,USA,en,20,,fear,0.0,0.0,0.0,0.4970416724681854,0.0,0.44497886300086975,0.0
Pink Pony Club,Chappell Roan,USA,en,11,,joy,0.0,0.0,0.4790887435277303,0.0,0.0,0.0,0.17303397258122763
Nights,Frank Ocean,USA,en,15,,sadness,0.11167923361063004,0.0,0.0,0.10415207594633102,0.0,0.23099285364151,0.13529320061206818
My Own Worst Enemy,Lit,USA,en,-1,,surprise,0.29754331707954407,0.0,0.0,0.0,0.0,0.0,0.3809414803981781
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",USA,tr,18,,neutral,0.0,0.5801328420639038,0.0,0.0,0.0,0.0,0.0
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",USA,tr,18,,neutral,0.0,0.5801328420639038,0.0,0.0,0.0,0.0,0.0
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",USA,pt,12,,anger,0.15959005057811737,0.1469588726758957,0.0,0.0,0.0,0.0,0.0
No Broke Boys,"Disco Lines, Tinashe",USA,en,15,,sadness,0.2359910011291504,0.0,0.0,0.0,0.0,0.5570460359255472,0.0
No Broke Boys,"Disco Lines, Tinashe",USA,en,15,,sadness,0.2359910011291504,0.0,0.0,0.0,0.0,0.5570460359255472,0.0
Something in the Orange,Zach Bryan,USA,en,3,,fear,0.2659739553928375,0.0,0.0,0.34722331166267395,0.0,0.0,0.0
Sparks,Coldplay,USA,en,4,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6453679800033569
Sparks,Coldplay,USA,en,4,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6453679800033569
Everlong,Foo Fighters,USA,en,20,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.765399307012558
Lose Control,Teddy Swims,USA,en,5,,sadness,0.0,0.0,0.0,0.0,0.0,0.7592611312866211,0.0
Lose Control,Teddy Swims,USA,en,5,,sadness,0.0,0.0,0.0,0.0,0.0,0.7592611312866211,0.0
You Should Probably Leave,Chris Stapleton,USA,en,3,,neutral,0.0,0.2747389078140259,0.0,0.17822976410388947,0.0,0.0,0.0
Les,Childish Gambino,USA,en,11,,sadness,0.08412727117538452,0.0,0.0,0.0,0.12337849140167237,0.23876534700393676,0.06300166249275208
Passionfruit,Drake,USA,en,7,,anger,0.8564340472221375,0.0,0.0,0.0,0.0,0.0,0.0
Promiscuous,"Nelly Furtado, Timbaland",USA,de,-1,,neutral,0.0,0.39772702753543854,0.0,0.0,0.0,0.0,0.0
Flashing Lights,"Kanye West, Dwele",USA,es,28,,neutral,0.0,0.345692902803421,0.0,0.0,0.0,0.0,0.0
The Chain - 2004 Remaster,Fleetwood Mac,USA,en,4,,anger,0.44659623503685,0.0,0.0,0.0,0.0,0.22871942818164825,0.0
Landslide,Fleetwood Mac,USA,en,20,,fear,0.0,0.0,0.0,0.8331882953643799,0.0,0.0,0.0
Don't Stop The Music,Rihanna,USA,en,9,,sadness,0.07412808388471603,0.0,0.0,0.18812228739261627,0.0,0.25179600715637207,0.0
"Good Luck, Babe!",Chappell Roan,USA,en,16,,joy,0.0,0.0,0.6150005161762238,0.0,0.0,0.0,0.0
Locked out of Heaven,Bruno Mars,USA,en,26,,sadness,0.0,0.0,0.0,0.0,0.0,0.8550266623497009,0.0
Locked out of Heaven,Bruno Mars,USA,en,26,,sadness,0.0,0.0,0.0,0.0,0.0,0.8550266623497009,0.0
Every Breath You Take,The Police,USA,en,8,,anger,0.3941066265106201,0.29441853364308673,0.0,0.0,0.0,0.0,0.0
Every Breath You Take,The Police,USA,en,8,,anger,0.3941066265106201,0.29441853364308673,0.0,0.0,0.0,0.0,0.0
